"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"30.07.2019","27.191,5","27.230,0","27.250,5","27.042,5","-","-0,02%"
"29.07.2019","27.198,0","27.143,0","27.255,0","27.112,0","111,35K","0,18%"
"26.07.2019","27.149,0","27.084,0","27.193,0","27.077,0","120,61K","0,20%"
"25.07.2019","27.096,0","27.250,0","27.349,0","27.040,0","196,82K","-0,52%"
"24.07.2019","27.237,0","27.306,0","27.346,0","27.175,0","155,97K","-0,32%"
"23.07.2019","27.324,0","27.174,0","27.358,0","27.159,0","137,72K","0,54%"
"22.07.2019","27.176,0","27.106,0","27.216,0","27.078,0","144,41K","0,17%"
"19.07.2019","27.130,0","27.305,0","27.342,0","27.071,0","194,39K","-0,26%"
"18.07.2019","27.201,0","27.164,0","27.304,0","27.057,0","190,64K","-0,11%"
"17.07.2019","27.231,0","27.318,0","27.377,0","27.184,0","135,79K","-0,35%"
"16.07.2019","27.328,0","27.346,0","27.396,0","27.280,0","134,70K","-0,05%"
"15.07.2019","27.342,0","27.303,0","27.397,0","27.263,0","129,82K","0,12%"
"12.07.2019","27.309,0","27.072,0","27.330,0","27.070,0","146,91K","0,86%"
"11.07.2019","27.077,0","26.859,0","27.092,0","26.851,0","184,87K","0,81%"
"10.07.2019","26.860,0","26.782,0","26.983,0","26.688,0","209,43K","0,30%"
"09.07.2019","26.779,0","26.794,0","26.807,0","26.657,0","150,79K","-0,05%"
"08.07.2019","26.793,0","26.890,0","26.924,0","26.742,0","147,10K","-0,34%"
"05.07.2019","26.885,0","26.973,0","27.009,0","26.728,0","199,74K","-0,39%"
"04.07.2019","26.989,5","26.962,5","26.998,0","26.939,5","-","0,07%"
"03.07.2019","26.970,0","26.798,0","26.982,0","26.750,0","119,17K","0,65%"
"02.07.2019","26.797,0","26.695,0","26.805,0","26.621,0","163,50K","0,36%"
"01.07.2019","26.700,0","26.816,0","26.896,0","26.609,0","202,63K","0,40%"
"28.06.2019","26.593,0","26.563,0","26.672,0","26.521,0","161,24K","0,18%"
"27.06.2019","26.546,0","26.521,0","26.665,0","26.445,0","172,21K","-0,02%"
"26.06.2019","26.550,0","26.567,0","26.703,0","26.509,0","180,31K","-0,05%"
"25.06.2019","26.562,0","26.758,0","26.827,0","26.539,0","216,58K","-0,75%"
"24.06.2019","26.762,0","26.674,0","26.815,0","26.662,0","136,48K","0,06%"
"21.06.2019","26.745,6","26.761,0","26.783,0","26.680,0","2,43K","-0,07%"
"20.06.2019","26.763,0","26.520,0","26.804,0","26.510,0","34,55K","0,88%"
"19.06.2019","26.529,0","26.473,0","26.585,0","26.422,0","55,74K","0,13%"
"18.06.2019","26.495,0","26.150,0","26.542,0","26.070,0","84,77K","1,39%"
"17.06.2019","26.131,0","26.117,0","26.212,0","26.058,0","69,03K","0,03%"
"14.06.2019","26.123,0","26.129,0","26.177,0","26.003,0","114,68K","0,02%"
"13.06.2019","26.117,0","26.020,0","26.153,0","25.891,0","175,89K","0,40%"
"12.06.2019","26.012,0","26.064,0","26.098,0","25.961,0","153,26K","-0,20%"
"11.06.2019","26.065,0","26.100,0","26.261,0","26.009,0","181,05K","-0,08%"
"10.06.2019","26.086,0","26.150,0","26.289,0","26.048,0","183,86K","0,30%"
"07.06.2019","26.007,0","25.701,0","26.085,0","25.683,0","202,19K","1,02%"
"06.06.2019","25.745,0","25.530,0","25.807,0","25.437,0","202,03K","0,73%"
"05.06.2019","25.558,0","25.349,0","25.573,0","25.344,0","219,21K","0,84%"
"04.06.2019","25.346,0","24.917,0","25.364,0","24.825,0","251,90K","1,92%"
"03.06.2019","24.869,0","24.743,0","24.938,0","24.610,0","322,94K","0,20%"
"31.05.2019","24.820,0","25.178,0","25.191,0","24.789,0","276,43K","-1,47%"
"30.05.2019","25.190,0","25.106,0","25.218,0","25.057,0","202,30K","0,32%"
"29.05.2019","25.109,0","25.355,0","25.377,0","24.937,0","300,81K","-1,02%"
"28.05.2019","25.369,0","25.609,0","25.717,0","25.330,0","262,85K","-1,11%"
"27.05.2019","25.653,0","25.624,5","25.694,5","25.590,5","-","0,11%"
"26.05.2019","25.625,5","25.611,5","25.658,0","25.599,5","-","0,02%"
"24.05.2019","25.620,0","25.494,0","25.664,0","25.457,0","201,02K","0,62%"
"23.05.2019","25.463,0","25.779,0","25.779,0","25.320,0","300,18K","-1,20%"
"22.05.2019","25.771,0","25.860,0","25.904,0","25.733,0","196,58K","-0,40%"
"21.05.2019","25.875,0","25.719,0","25.895,0","25.711,0","208,63K","0,70%"
"20.05.2019","25.696,0","25.776,0","25.901,0","25.554,0","246,48K","-0,33%"
"17.05.2019","25.780,0","25.879,0","25.949,0","25.628,0","280,26K","-0,34%"
"16.05.2019","25.867,0","25.670,0","25.955,0","25.554,0","232,03K","0,75%"
"15.05.2019","25.674,0","25.569,0","25.714,0","25.326,0","255,28K","0,41%"
"14.05.2019","25.570,0","25.278,0","25.677,0","25.217,0","250,53K","1,14%"
"13.05.2019","25.281,0","25.764,0","25.818,0","25.215,0","357,28K","-2,63%"
"10.05.2019","25.964,0","25.796,0","26.016,0","25.464,0","368,24K","0,57%"
"09.05.2019","25.816,0","25.983,0","25.994,0","25.500,0","364,96K","-0,76%"
"08.05.2019","26.014,0","25.947,0","26.079,0","25.799,0","306,20K","0,16%"
"07.05.2019","25.973,0","26.220,0","26.394,0","25.751,0","378,15K","-1,64%"
"06.05.2019","26.405,0","26.284,0","26.447,0","25.932,0","282,58K","-0,35%"
"03.05.2019","26.499,0","26.273,0","26.518,0","26.245,0","169,69K","0,89%"
"02.05.2019","26.265,0","26.339,0","26.461,0","26.148,0","258,25K","-0,47%"
"01.05.2019","26.390,0","26.646,0","26.691,0","26.333,0","178,49K","-0,73%"
"30.04.2019","26.584,0","26.562,0","26.653,0","26.398,0","186,15K","0,14%"
"29.04.2019","26.548,0","26.500,0","26.584,0","26.484,0","117,10K","0,12%"
"26.04.2019","26.517,0","26.415,0","26.530,0","26.346,0","168,33K","0,29%"
"25.04.2019","26.440,0","26.536,0","26.577,0","26.292,0","189,57K","-0,38%"
"24.04.2019","26.541,0","26.651,0","26.694,0","26.518,0","139,86K","-0,37%"
"23.04.2019","26.639,0","26.521,0","26.689,0","26.462,0","165,64K","0,48%"
"22.04.2019","26.513,0","26.565,0","26.629,0","26.448,0","122,91K","-0,20%"
"19.04.2019","26.567,0","26.567,0","26.567,0","26.567,0","-","0,00%"
"18.04.2019","26.566,0","26.434,0","26.599,0","26.311,0","181,03K","0,52%"
"17.04.2019","26.428,0","26.430,0","26.518,0","26.383,0","182,98K","-0,07%"
"16.04.2019","26.447,0","26.390,0","26.554,0","26.377,0","189,12K","0,28%"
"15.04.2019","26.373,0","26.406,0","26.476,0","26.317,0","135,95K","-0,13%"
"12.04.2019","26.408,0","26.153,0","26.441,0","26.141,0","173,27K","1,05%"
"11.04.2019","26.133,0","26.189,0","26.229,0","26.060,0","156,46K","-0,13%"
"10.04.2019","26.166,0","26.144,0","26.233,0","26.107,0","132,46K","0,03%"
"09.04.2019","26.158,0","26.345,0","26.349,0","26.104,0","156,73K","-0,67%"
"08.04.2019","26.334,0","26.389,0","26.412,0","26.248,0","133,52K","-0,23%"
"05.04.2019","26.394,0","26.388,0","26.509,0","26.362,0","157,73K","0,02%"
"04.04.2019","26.388,0","26.292,0","26.410,0","26.196,0","173,29K","0,56%"
"03.04.2019","26.240,0","26.146,0","26.302,0","26.133,0","175,36K","0,33%"
"02.04.2019","26.153,0","26.235,0","26.280,0","26.126,0","155,14K","-0,40%"
"01.04.2019","26.258,0","25.976,0","26.288,0","25.976,0","158,71K","1,25%"
"29.03.2019","25.933,0","25.730,0","25.964,0","25.723,0","191,22K","0,76%"
"28.03.2019","25.737,0","25.622,0","25.762,0","25.526,0","181,85K","0,30%"
"27.03.2019","25.660,0","25.676,0","25.781,0","25.441,0","242,94K","-0,06%"
"26.03.2019","25.676,0","25.596,0","25.822,0","25.561,0","199,33K","0,39%"
"25.03.2019","25.577,0","25.573,0","25.647,0","25.377,0","248,24K","0,03%"
"22.03.2019","25.570,0","25.982,0","26.036,0","25.529,0","291,88K","-1,70%"
"21.03.2019","26.011,0","25.702,0","26.044,0","25.608,0","227,96K","1,10%"
"20.03.2019","25.729,0","25.913,0","25.967,0","25.696,0","235,25K","-0,68%"
"19.03.2019","25.906,0","25.967,0","26.145,0","25.847,0","201,56K","-0,23%"
"18.03.2019","25.965,0","25.862,0","25.976,0","25.810,0","138,47K","0,80%"
"15.03.2019","25.758,9","25.700,0","25.856,0","25.681,0","2,51K","0,19%"
"14.03.2019","25.710,0","25.761,0","25.795,0","25.624,0","39,43K","-0,10%"
"13.03.2019","25.735,0","25.580,0","25.775,0","25.461,0","63,40K","0,71%"
"12.03.2019","25.553,0","25.666,0","25.759,0","25.512,0","81,96K","-0,39%"
"11.03.2019","25.653,0","25.465,0","25.694,0","25.218,0","113,23K","0,62%"
"08.03.2019","25.495,0","25.449,0","25.522,0","25.213,0","159,40K","0,11%"
"07.03.2019","25.467,0","25.668,0","25.707,0","25.338,0","275,34K","-0,78%"
"06.03.2019","25.666,0","25.790,0","25.832,0","25.625,0","198,16K","-0,62%"
"05.03.2019","25.827,0","25.809,0","25.890,0","25.721,0","172,95K","0,05%"
"04.03.2019","25.814,0","26.107,0","26.171,0","25.605,0","293,71K","-0,83%"
"01.03.2019","26.031,0","25.923,0","26.143,0","25.894,0","178,64K","0,46%"
"28.02.2019","25.913,0","26.028,0","26.028,0","25.878,0","179,96K","-0,37%"
"27.02.2019","26.008,0","26.009,0","26.056,0","25.872,0","174,32K","-0,11%"
"26.02.2019","26.037,0","26.096,0","26.150,0","25.954,0","194,08K","-0,24%"
"25.02.2019","26.099,0","26.074,0","26.238,0","26.040,0","175,46K","0,37%"
"22.02.2019","26.002,0","25.833,0","26.044,0","25.805,0","179,51K","0,65%"
"21.02.2019","25.833,0","25.964,0","26.082,0","25.753,0","207,24K","-0,50%"
"20.02.2019","25.964,0","25.880,0","25.985,0","25.825,0","187,90K","0,31%"
"19.02.2019","25.883,0","25.886,0","25.957,0","25.789,0","206,83K","0,00%"
"18.02.2019","25.882,0","25.907,0","25.934,0","25.847,5","-","-0,14%"
"17.02.2019","25.918,5","25.890,0","25.929,0","25.872,5","-","0,12%"
"15.02.2019","25.888,0","25.407,0","25.907,0","25.275,0","216,96K","1,81%"
"14.02.2019","25.427,0","25.496,0","25.622,0","25.304,0","241,76K","-0,24%"
"13.02.2019","25.488,0","25.396,0","25.606,0","25.385,0","170,33K","0,32%"
"12.02.2019","25.406,0","25.012,0","25.439,0","25.002,0","172,65K","1,55%"
"11.02.2019","25.017,0","25.089,0","25.226,0","24.981,0","183,97K","-0,26%"
"08.02.2019","25.081,0","25.118,0","25.124,0","24.862,0","223,29K","-0,20%"
"07.02.2019","25.131,0","25.311,0","25.331,0","24.965,0","274,56K","-0,77%"
"06.02.2019","25.327,0","25.325,0","25.387,0","25.257,0","157,03K","0,01%"
"05.02.2019","25.324,0","25.170,0","25.374,0","25.141,0","159,44K","0,54%"
"04.02.2019","25.188,0","24.939,0","25.198,0","24.924,0","140,11K","0,77%"
"01.02.2019","24.996,0","25.015,0","25.143,0","24.933,0","200,84K","0,08%"
"31.01.2019","24.976,0","24.931,0","25.046,0","24.796,0","230,83K","0,03%"
"30.01.2019","24.968,0","24.635,0","25.068,0","24.540,0","242,15K","1,69%"
"29.01.2019","24.553,0","24.458,0","24.638,0","24.350,0","180,58K","0,33%"
"28.01.2019","24.473,0","24.665,0","24.712,0","24.284,0","210,99K","-0,90%"
"25.01.2019","24.696,0","24.476,0","24.830,0","24.458,0","195,06K","0,97%"
"24.01.2019","24.458,0","24.512,0","24.608,0","24.386,0","209,71K","-0,38%"
"23.01.2019","24.551,0","24.390,0","24.673,0","24.276,0","250,04K","0,66%"
"22.01.2019","24.390,0","24.690,0","24.702,0","24.216,0","280,46K","-0,89%"
"21.01.2019","24.610,0","24.650,5","24.662,0","24.529,0","-","-0,18%"
"20.01.2019","24.654,0","24.743,5","24.743,5","24.643,0","-","-0,13%"
"18.01.2019","24.687,0","24.336,0","24.745,0","24.298,0","215,53K","1,50%"
"17.01.2019","24.321,0","24.160,0","24.449,0","24.010,0","201,77K","0,70%"
"16.01.2019","24.151,0","23.981,0","24.259,0","23.959,0","184,06K","0,70%"
"15.01.2019","23.984,0","23.867,0","24.073,0","23.825,0","224,20K","0,49%"
"14.01.2019","23.867,0","23.919,0","23.937,0","23.696,0","163,42K","-0,35%"
"11.01.2019","23.950,0","23.958,0","23.994,0","23.765,0","173,65K","-0,01%"
"10.01.2019","23.953,0","23.826,0","23.999,0","23.640,0","228,65K","0,52%"
"09.01.2019","23.830,0","23.724,0","23.966,0","23.712,0","235,89K","0,37%"
"08.01.2019","23.743,0","23.530,0","23.848,0","23.497,0","246,03K","0,98%"
"07.01.2019","23.512,0","23.470,0","23.668,0","23.279,0","238,57K","0,50%"
"04.01.2019","23.395,0","22.708,0","23.504,0","22.563,0","320,83K","3,25%"
"03.01.2019","22.659,0","23.065,0","23.123,0","22.615,0","346,02K","-2,86%"
"02.01.2019","23.325,0","23.320,0","23.417,0","22.786,0","315,92K","-0,20%"
"01.01.2019","23.371,5","23.329,5","23.417,0","23.294,0","-","0,44%"
"31.12.2018","23.268,0","23.134,0","23.352,0","23.090,0","173,05K","1,01%"
"28.12.2018","23.035,0","23.118,0","23.372,0","22.957,0","317,88K","-0,51%"
"27.12.2018","23.153,0","22.875,0","23.200,0","22.242,0","359,46K","1,11%"
"26.12.2018","22.898,0","21.730,0","22.969,0","21.452,0","359,44K","5,45%"
"25.12.2018","21.715,0","21.621,0","21.757,5","21.452,0","-","0,07%"
"24.12.2018","21.700,0","22.379,0","22.572,0","21.681,0","247,77K","-4,76%"
"21.12.2018","22.785,3","23.032,0","23.088,0","22.848,0","2,65K","-0,94%"
"20.12.2018","23.002,0","23.316,0","23.449,0","22.644,0","55,98K","-1,35%"
"19.12.2018","23.316,0","23.536,0","24.086,0","23.168,0","79,98K","-1,21%"
"18.12.2018","23.602,0","23.685,0","23.939,0","23.528,0","109,46K","-0,30%"
"17.12.2018","23.672,0","24.003,0","24.226,0","23.462,0","153,48K","-1,83%"
"14.12.2018","24.113,0","24.586,0","24.610,0","24.042,0","173,89K","-1,86%"
"13.12.2018","24.571,0","24.574,0","24.753,0","24.481,0","274,39K","0,02%"
"12.12.2018","24.566,0","24.352,0","24.844,0","24.336,0","282,64K","0,59%"
"11.12.2018","24.422,0","24.475,0","24.823,0","24.231,0","347,24K","-0,28%"
"10.12.2018","24.490,0","24.313,0","24.517,0","23.894,0","431,77K","0,24%"
"07.12.2018","24.432,0","24.918,0","25.114,0","24.297,0","396,88K","-1,91%"
"06.12.2018","24.907,0","25.133,0","25.141,0","24.256,0","487,53K","-0,55%"
"05.12.2018","25.046,0","25.023,0","25.190,0","25.005,0","45,28K","0,00%"
"04.12.2018","25.046,0","25.840,0","25.840,0","24.999,0","333,86K","-3,10%"
"03.12.2018","25.846,0","25.813,0","26.088,0","25.685,0","246,84K","1,20%"
"30.11.2018","25.539,0","25.378,0","25.602,0","25.223,0","167,06K","0,58%"
"29.11.2018","25.391,0","25.325,0","25.483,0","25.206,0","195,52K","0,19%"
"28.11.2018","25.344,0","24.772,0","25.370,0","24.727,0","248,23K","2,43%"
"27.11.2018","24.742,0","24.504,0","24.781,0","24.404,0","231,35K","0,58%"
"26.11.2018","24.599,0","24.275,0","24.664,0","24.270,0","189,54K","1,40%"
"23.11.2018","24.260,0","24.478,0","24.541,0","24.246,0","170,95K","-0,57%"
"22.11.2018","24.399,0","24.491,0","24.539,0","24.297,0","-","-0,27%"
"21.11.2018","24.465,0","24.434,0","24.659,0","24.382,0","200,25K","0,11%"
"20.11.2018","24.437,0","25.026,0","25.042,0","24.355,0","338,53K","-2,37%"
"19.11.2018","25.029,0","25.385,0","25.492,0","24.890,0","248,30K","-1,66%"
"16.11.2018","25.451,0","25.311,0","25.505,0","25.096,0","238,92K","0,58%"
"15.11.2018","25.305,0","25.073,0","25.349,0","24.782,0","350,72K","1,04%"
"14.11.2018","25.044,0","25.368,0","25.489,0","24.922,0","294,56K","-1,13%"
"13.11.2018","25.330,0","25.405,0","25.566,0","25.181,0","276,96K","-0,20%"
"12.11.2018","25.381,0","25.975,0","26.096,0","25.334,0","247,42K","-2,28%"
"09.11.2018","25.973,0","26.183,0","26.236,0","25.874,0","208,23K","-0,87%"
"08.11.2018","26.200,0","26.182,0","26.268,0","26.069,0","177,08K","0,07%"
"07.11.2018","26.182,0","25.621,0","26.198,0","25.534,0","245,26K","2,11%"
"06.11.2018","25.641,0","25.442,0","25.660,0","25.365,0","152,63K","0,79%"
"05.11.2018","25.441,0","25.220,0","25.465,0","25.131,0","175,81K","0,79%"
"02.11.2018","25.241,0","25.208,0","25.684,0","25.035,0","304,44K","-0,33%"
"01.11.2018","25.325,0","25.047,0","25.362,0","25.046,0","214,66K","0,99%"
"31.10.2018","25.077,0","24.882,0","25.303,0","24.823,0","246,41K","0,88%"
"30.10.2018","24.859,0","24.368,0","24.900,0","24.330,0","345,52K","1,75%"
"29.10.2018","24.431,0","24.715,0","25.007,0","24.086,0","371,50K","-1,27%"
"26.10.2018","24.746,0","24.804,0","24.885,0","24.415,0","430,29K","-0,53%"
"25.10.2018","24.877,0","24.724,0","25.079,0","24.571,0","321,21K","1,06%"
"24.10.2018","24.616,0","25.240,0","25.338,0","24.511,0","348,99K","-2,49%"
"23.10.2018","25.244,0","25.297,0","25.310,0","24.750,0","344,63K","-0,20%"
"22.10.2018","25.294,0","25.369,0","25.566,0","25.220,0","229,97K","-0,53%"
"19.10.2018","25.428,0","25.383,0","25.596,0","25.338,0","267,84K","0,19%"
"18.10.2018","25.381,0","25.704,0","25.726,0","25.217,0","314,79K","-1,38%"
"17.10.2018","25.736,0","25.725,0","25.845,0","25.461,0","270,45K","-0,18%"
"16.10.2018","25.782,0","25.166,0","25.805,0","25.166,0","250,41K","2,31%"
"15.10.2018","25.201,0","25.344,0","25.471,0","25.111,0","294,51K","-0,45%"
"12.10.2018","25.316,0","25.209,0","25.545,0","24.990,0","438,11K","0,52%"
"11.10.2018","25.185,0","25.456,0","25.680,0","24.893,0","696,21K","-1,31%"
"10.10.2018","25.519,0","26.472,0","26.522,0","25.431,0","413,48K","-3,63%"
"09.10.2018","26.481,0","26.531,0","26.562,0","26.337,0","235,04K","-0,24%"
"08.10.2018","26.544,0","26.520,0","26.549,0","26.226,0","222,64K","0,20%"
"05.10.2018","26.492,0","26.671,0","26.736,0","26.311,0","273,83K","-0,60%"
"04.10.2018","26.652,0","26.832,0","26.832,0","26.483,0","266,90K","-0,82%"
"03.10.2018","26.872,0","26.813,0","26.966,0","26.776,0","166,49K","0,24%"
"02.10.2018","26.807,0","26.685,0","26.837,0","26.552,0","164,67K","0,48%"
"01.10.2018","26.678,0","26.524,0","26.754,0","26.516,0","164,21K","0,76%"
"28.09.2018","26.476,0","26.498,0","26.534,0","26.347,0","177,17K","0,01%"
"27.09.2018","26.473,0","26.417,0","26.576,0","26.357,0","163,38K","0,20%"
"26.09.2018","26.419,0","26.524,0","26.627,0","26.369,0","152,94K","-0,38%"
"25.09.2018","26.520,0","26.621,0","26.704,0","26.501,0","136,47K","-0,34%"
"24.09.2018","26.610,0","26.709,0","26.739,0","26.577,0","148,66K","-0,61%"
"21.09.2018","26.772,0","26.689,0","26.797,0","26.689,0","4,92K","0,28%"
"20.09.2018","26.696,0","26.448,0","26.717,0","26.430,0","36,18K","0,99%"
"19.09.2018","26.434,0","26.290,0","26.477,0","26.237,0","56,27K","0,61%"
"18.09.2018","26.274,0","26.068,0","26.331,0","25.966,0","58,83K","0,76%"
"17.09.2018","26.076,0","26.159,0","26.195,0","26.042,0","81,13K","-0,31%"
"14.09.2018","26.158,0","26.161,0","26.237,0","26.078,0","108,42K","-0,01%"
"13.09.2018","26.160,0","26.004,0","26.203,0","25.980,0","162,91K","0,56%"
"12.09.2018","26.014,0","26.008,0","26.164,0","25.940,0","198,74K","0,05%"
"11.09.2018","26.002,0","25.897,0","26.038,0","25.764,0","153,18K","0,37%"
"10.09.2018","25.905,0","25.940,0","26.061,0","25.874,0","145,08K","-0,21%"
"07.09.2018","25.959,0","26.003,0","26.038,0","25.833,0","206,05K","-0,25%"
"06.09.2018","26.025,0","25.990,0","26.100,0","25.894,0","201,87K","0,20%"
"05.09.2018","25.973,0","26.000,0","26.026,0","25.841,0","173,92K","-0,05%"
"04.09.2018","25.985,0","26.021,0","26.080,0","25.817,0","180,65K","-0,10%"
"03.09.2018","26.012,0","26.011,0","26.080,0","25.960,0","-","0,00%"
"02.09.2018","26.012,0","26.015,0","26.025,0","25.994,0","-","0,09%"
"31.08.2018","25.988,0","25.974,0","26.049,0","25.896,0","133,44K","-0,08%"
"30.08.2018","26.010,0","26.155,0","26.168,0","25.946,0","141,40K","-0,52%"
"29.08.2018","26.147,0","26.092,0","26.185,0","26.050,0","104,66K","0,24%"
"28.08.2018","26.085,0","26.079,0","26.156,0","26.044,0","110,16K","0,03%"
"27.08.2018","26.077,0","25.809,0","26.089,0","25.805,0","108,05K","1,10%"
"24.08.2018","25.792,0","25.682,0","25.828,0","25.653,0","111,24K","0,47%"
"23.08.2018","25.671,0","25.731,0","25.767,0","25.607,0","127,11K","-0,18%"
"22.08.2018","25.717,0","25.733,0","25.836,0","25.677,0","120,10K","-0,35%"
"21.08.2018","25.807,0","25.754,0","25.885,0","25.721,0","106,83K","0,19%"
"20.08.2018","25.758,0","25.703,0","25.791,0","25.663,0","102,53K","0,33%"
"17.08.2018","25.674,0","25.578,0","25.731,0","25.506,0","148,78K","0,32%"
"16.08.2018","25.592,0","25.209,0","25.608,0","25.147,0","170,51K","1,61%"
"15.08.2018","25.187,0","25.318,0","25.318,0","24.955,0","222,57K","-0,42%"
"14.08.2018","25.294,0","25.224,0","25.334,0","25.192,0","122,40K","0,31%"
"13.08.2018","25.215,0","25.333,0","25.371,0","25.141,0","166,86K","-0,46%"
"10.08.2018","25.331,0","25.478,0","25.490,0","25.215,0","174,86K","-0,64%"
"09.08.2018","25.493,0","25.505,0","25.603,0","25.459,0","96,58K","-0,17%"
"08.08.2018","25.536,0","25.620,0","25.632,0","25.501,0","97,16K","-0,25%"
"07.08.2018","25.600,0","25.473,0","25.661,0","25.460,0","108,09K","0,52%"
"06.08.2018","25.468,0","25.424,0","25.508,0","25.346,0","96,91K","0,23%"
"03.08.2018","25.410,0","25.327,0","25.437,0","25.260,0","115,24K","0,41%"
"02.08.2018","25.305,0","25.313,0","25.332,0","25.087,0","155,37K","0,06%"
"01.08.2018","25.289,0","25.472,0","25.472,0","25.247,0","142,70K","-0,42%"
"31.07.2018","25.395,0","25.304,0","25.486,0","25.272,0","148,71K","0,44%"
"30.07.2018","25.285,0","25.422,0","25.475,0","25.264,0","152,24K","-0,51%"
"27.07.2018","25.414,0","25.505,0","25.572,0","25.348,0","194,28K","-0,43%"
"26.07.2018","25.525,0","25.437,0","25.568,0","25.392,0","156,25K","0,48%"
"25.07.2018","25.403,0","25.216,0","25.451,0","25.088,0","183,83K","0,75%"
"24.07.2018","25.214,0","25.027,0","25.268,0","25.022,0","183,69K","0,72%"
"23.07.2018","25.033,0","25.088,0","25.088,0","24.952,0","114,42K","0,01%"
"20.07.2018","25.030,0","25.057,0","25.110,0","24.912,0","141,06K","-0,12%"
"19.07.2018","25.059,0","25.164,0","25.209,0","25.034,0","141,01K","-0,41%"
"18.07.2018","25.161,0","25.118,0","25.197,0","25.081,0","108,76K","0,22%"
"17.07.2018","25.106,0","25.056,0","25.141,0","24.971,0","139,25K","0,26%"
"16.07.2018","25.041,0","25.025,0","25.090,0","24.962,0","108,20K","0,15%"
"13.07.2018","25.004,0","24.903,0","25.028,0","24.869,0","140,81K","0,44%"
"12.07.2018","24.894,0","24.710,0","24.927,0","24.680,0","168,03K","0,83%"
"11.07.2018","24.689,0","24.752,0","24.805,0","24.611,0","220,43K","-0,95%"
"10.07.2018","24.927,0","24.780,0","24.937,0","24.745,0","160,49K","0,62%"
"09.07.2018","24.774,0","24.457,0","24.791,0","24.453,0","142,17K","1,30%"
"06.07.2018","24.456,0","24.319,0","24.507,0","24.241,0","168,01K","0,46%"
"05.07.2018","24.343,0","24.160,0","24.364,0","24.114,0","203,14K","0,61%"
"04.07.2018","24.195,0","24.165,0","24.252,0","24.146,0","-","0,13%"
"03.07.2018","24.163,0","24.298,0","24.445,0","24.128,0","134,12K","-0,51%"
"02.07.2018","24.286,0","24.274,0","24.324,0","24.026,0","199,52K","0,09%"
"29.06.2018","24.265,0","24.247,0","24.496,0","24.207,0","207,55K","0,19%"
"28.06.2018","24.220,0","24.144,0","24.295,0","23.978,0","263,09K","0,35%"
"27.06.2018","24.135,0","24.279,0","24.564,0","24.079,0","311,83K","-0,69%"
"26.06.2018","24.303,0","24.283,0","24.375,0","24.216,0","197,42K","0,10%"
"25.06.2018","24.279,0","24.599,0","24.615,0","24.077,0","310,49K","-1,30%"
"22.06.2018","24.599,0","24.457,0","24.664,0","24.445,0","156,31K","0,52%"
"21.06.2018","24.472,0","24.673,0","24.795,0","24.403,0","237,20K","-0,80%"
"20.06.2018","24.670,0","24.715,0","24.858,0","24.632,0","181,06K","-0,18%"
"19.06.2018","24.715,0","25.001,0","25.017,0","24.569,0","268,36K","-1,20%"
"18.06.2018","25.016,0","25.074,0","25.148,0","24.839,0","163,17K","-0,30%"
"15.06.2018","25.092,0","25.201,0","25.204,0","24.910,0","-","-0,37%"
"14.06.2018","25.185,0","25.180,0","25.329,0","25.127,0","40,98K","0,00%"
"13.06.2018","25.184,0","25.326,0","25.358,0","25.181,0","49,13K","-0,44%"
"12.06.2018","25.296,0","25.317,0","25.385,0","25.239,0","64,69K","-0,13%"
"11.06.2018","25.329,0","25.275,0","25.400,0","25.232,0","73,75K","0,09%"
"08.06.2018","25.307,0","25.257,0","25.329,0","25.076,0","118,44K","0,15%"
"07.06.2018","25.268,0","25.148,0","25.327,0","25.119,0","227,96K","0,51%"
"06.06.2018","25.140,0","24.828,0","25.161,0","24.812,0","181,64K","1,28%"
"05.06.2018","24.822,0","24.808,0","24.860,0","24.709,0","140,34K","0,10%"
"04.06.2018","24.796,0","24.619,0","24.863,0","24.571,0","138,70K","0,68%"
"01.06.2018","24.629,0","24.440,0","24.679,0","24.419,0","180,92K","0,87%"
"31.05.2018","24.417,0","24.636,0","24.705,0","24.342,0","249,11K","-1,02%"
"30.05.2018","24.669,0","24.398,0","24.715,0","24.325,0","220,23K","1,20%"
"29.05.2018","24.377,0","24.825,0","24.840,0","24.227,0","351,11K","-1,57%"
"28.05.2018","24.766,0","24.828,0","24.839,0","24.705,0","-","-0,25%"
"27.05.2018","24.828,0","24.837,0","24.838,0","24.801,0","-","0,40%"
"25.05.2018","24.730,0","24.804,0","24.906,0","24.674,0","179,85K","-0,29%"
"24.05.2018","24.803,0","24.849,0","24.868,0","24.584,0","204,23K","-0,23%"
"23.05.2018","24.859,0","24.836,0","24.879,0","24.627,0","219,95K","0,06%"
"22.05.2018","24.845,0","24.997,0","25.066,0","24.805,0","143,05K","-0,63%"
"21.05.2018","25.002,0","24.854,0","25.080,0","24.854,0","162,32K","1,14%"
"18.05.2018","24.721,0","24.704,0","24.803,0","24.655,0","154,19K","0,07%"
"17.05.2018","24.704,0","24.741,0","24.836,0","24.631,0","165,08K","-0,15%"
"16.05.2018","24.740,0","24.676,0","24.778,0","24.614,0","137,02K","0,32%"
"15.05.2018","24.660,0","24.868,0","24.895,0","24.603,0","204,10K","-0,91%"
"14.05.2018","24.886,0","24.811,0","24.971,0","24.811,0","134,52K","0,25%"
