"Data","Último","Abertura","Máxima","Mínima","Var%"
"18.11.2010","6,8578","6,9164","6,9266","6,8444","-0,85%"
"17.11.2010","6,9164","6,9536","7,0015","6,9126","-0,53%"
"16.11.2010","6,9536","6,8930","6,9883","6,8593","0,88%"
"15.11.2010","6,8930","6,8581","6,9121","6,8177","0,46%"
"12.11.2010","6,8612","6,8536","6,9048","6,7764","0,11%"
"11.11.2010","6,8536","6,7359","6,8601","6,7121","1,75%"
"10.11.2010","6,7359","6,7629","6,8037","6,7192","-0,40%"
"09.11.2010","6,7629","6,7212","6,7741","6,6520","0,62%"
"08.11.2010","6,7212","6,5915","6,7247","6,5851","1,62%"
"05.11.2010","6,6143","6,5066","6,6342","6,5044","1,66%"
"04.11.2010","6,5066","6,5849","6,5962","6,4845","-1,19%"
"03.11.2010","6,5849","6,6371","6,6876","6,5727","-0,79%"
"02.11.2010","6,6371","6,6853","6,7015","6,6154","-0,72%"
"01.11.2010","6,6853","6,6260","6,7127","6,6142","0,25%"
"29.10.2010","6,6683","6,7286","6,7965","6,6683","-0,90%"
"28.10.2010","6,7286","6,7672","6,7751","6,6966","-0,57%"
"27.10.2010","6,7672","6,7346","6,7958","6,7053","0,48%"
"26.10.2010","6,7346","6,5998","6,7410","6,5522","2,04%"
"25.10.2010","6,5998","6,6009","6,6120","6,5379","-0,32%"
"22.10.2010","6,6211","6,6823","6,7040","6,6166","-0,92%"
"21.10.2010","6,6823","6,6363","6,6871","6,5983","0,69%"
"20.10.2010","6,6363","6,8245","6,8245","6,6337","-2,76%"
"19.10.2010","6,8245","6,6457","6,8255","6,6288","2,69%"
"18.10.2010","6,6457","6,6436","6,7200","6,6269","0,36%"
"15.10.2010","6,6221","6,5846","6,6418","6,5141","0,57%"
"14.10.2010","6,5846","6,6274","6,6276","6,5240","-0,65%"
"13.10.2010","6,6274","6,6556","6,6593","6,6079","-0,42%"
"12.10.2010","6,6556","6,6735","6,7283","6,6495","-0,27%"
"11.10.2010","6,6735","6,6204","6,6804","6,6155","0,25%"
"08.10.2010","6,6569","6,6570","6,7324","6,6459","-0,00%"
"07.10.2010","6,6570","6,7146","6,7248","6,6194","-0,86%"
"06.10.2010","6,7146","6,6914","6,7467","6,6468","0,35%"
"05.10.2010","6,6914","6,7953","6,8025","6,6752","-1,53%"
"04.10.2010","6,7953","6,7142","6,7970","6,7075","1,22%"
"01.10.2010","6,7131","6,7432","6,7447","6,6752","-0,45%"
"30.09.2010","6,7432","6,7229","6,7909","6,6829","0,30%"
"29.09.2010","6,7229","6,7670","6,7751","6,7052","-0,65%"
"28.09.2010","6,7670","6,8616","6,9273","6,7524","-1,38%"
"27.09.2010","6,8616","6,8075","6,8618","6,7909","0,86%"
"24.09.2010","6,8031","6,9245","6,9310","6,8020","-1,75%"
"23.09.2010","6,9245","6,8553","6,9271","6,8450","1,01%"
"22.09.2010","6,8553","6,8537","6,8908","6,7954","0,02%"
"21.09.2010","6,8537","6,9867","6,9984","6,8498","-1,90%"
"20.09.2010","6,9867","7,0949","7,0965","6,9762","-1,21%"
"17.09.2010","7,0723","7,0523","7,0907","7,0062","0,28%"
"16.09.2010","7,0523","7,0871","7,1112","7,0211","-0,49%"
"15.09.2010","7,0871","7,0732","7,1180","7,0579","0,20%"
"14.09.2010","7,0732","7,1468","7,1941","7,0402","-1,03%"
"13.09.2010","7,1468","7,1807","7,1816","7,1322","-1,57%"
"10.09.2010","7,2605","7,2904","7,3016","7,2245","-0,41%"
"09.09.2010","7,2904","7,2665","7,3067","7,2349","0,33%"
"08.09.2010","7,2665","7,3289","7,3405","7,2497","-0,85%"
"07.09.2010","7,3289","7,2552","7,3399","7,2477","1,02%"
"06.09.2010","7,2552","7,2286","7,2668","7,1973","0,33%"
"03.09.2010","7,2313","7,2506","7,2653","7,2192","-0,27%"
"02.09.2010","7,2506","7,2967","7,3235","7,2408","-0,63%"
"01.09.2010","7,2967","7,3943","7,3985","7,2592","-1,32%"
"31.08.2010","7,3943","7,4079","7,4508","7,3601","-0,18%"
"30.08.2010","7,4079","7,3540","7,4182","7,3509","0,93%"
"27.08.2010","7,3393","7,4214","7,4333","7,3361","-1,11%"
"26.08.2010","7,4214","7,4386","7,4500","7,3719","-0,23%"
"25.08.2010","7,4386","7,4790","7,5124","7,4290","-0,54%"
"24.08.2010","7,4790","7,4290","7,4925","7,4036","0,67%"
"23.08.2010","7,4290","7,4235","7,4334","7,3777","0,16%"
"20.08.2010","7,4169","7,3902","7,4703","7,3754","0,36%"
"19.08.2010","7,3902","7,3711","7,4051","7,3315","0,26%"
"18.08.2010","7,3711","7,3300","7,3759","7,3029","0,56%"
"17.08.2010","7,3300","7,3837","7,3910","7,2916","-0,73%"
"16.08.2010","7,3837","7,4501","7,4786","7,3487","-0,90%"
"13.08.2010","7,4506","7,3822","7,4638","7,3373","0,93%"
"12.08.2010","7,3822","7,3864","7,4152","7,3192","-0,06%"
"11.08.2010","7,3864","7,1874","7,3993","7,1845","2,77%"
"10.08.2010","7,1874","7,1091","7,2110","7,1091","1,10%"
"09.08.2010","7,1091","7,0827","7,1122","7,0607","0,38%"
"06.08.2010","7,0825","7,1319","7,1323","7,0420","-0,69%"
"05.08.2010","7,1319","7,1449","7,1680","7,0942","-0,18%"
"04.08.2010","7,1449","7,0841","7,1601","7,0777","0,86%"
"03.08.2010","7,0841","7,0975","7,1156","7,0593","-0,19%"
"02.08.2010","7,0975","7,2130","7,2134","7,0854","-1,55%"
"30.07.2010","7,2096","7,2241","7,2778","7,1982","-0,09%"
"29.07.2010","7,2158","7,2997","7,3165","7,1971","-1,25%"
"28.07.2010","7,3071","7,2902","7,3273","7,2649","0,06%"
"27.07.2010","7,3025","7,2985","7,3277","7,2485","0,05%"
"26.07.2010","7,2985","7,3050","7,3536","7,2783","-0,11%"
"23.07.2010","7,3062","7,2934","7,3822","7,2720","0,18%"
"22.07.2010","7,2934","7,4104","7,4253","7,2910","-1,58%"
"21.07.2010","7,4104","7,3506","7,4222","7,3341","0,81%"
"20.07.2010","7,3506","7,3735","7,4246","7,2988","-0,31%"
"19.07.2010","7,3735","7,3995","7,4044","7,3289","0,56%"
"16.07.2010","7,3321","7,2854","7,3556","7,2800","0,64%"
"15.07.2010","7,2854","7,3704","7,4031","7,2646","-1,15%"
"14.07.2010","7,3704","7,3933","7,4267","7,3479","-0,31%"
"13.07.2010","7,3933","7,4875","7,5217","7,3886","-1,26%"
"12.07.2010","7,4875","7,5134","7,5522","7,4864","-0,09%"
"09.07.2010","7,4944","7,5182","7,5275","7,4695","-0,32%"
"08.07.2010","7,5182","7,5766","7,5766","7,5057","-0,77%"
"07.07.2010","7,5766","7,6015","7,6730","7,5572","-0,33%"
"06.07.2010","7,6015","7,7089","7,7256","7,5720","-1,39%"
"05.07.2010","7,7089","7,6284","7,7089","7,6241","1,13%"
"02.07.2010","7,6228","7,6814","7,7013","7,5670","-0,76%"
"01.07.2010","7,6814","7,7958","7,8491","7,6631","-1,47%"
"30.06.2010","7,7958","7,8014","7,8179","7,7315","-0,07%"
"29.06.2010","7,8014","7,7388","7,8374","7,7381","0,81%"
"28.06.2010","7,7388","7,7168","7,7686","7,7073","0,15%"
"25.06.2010","7,7275","7,7833","7,8133","7,6968","-0,72%"
"24.06.2010","7,7833","7,7622","7,8153","7,7119","0,27%"
"23.06.2010","7,7622","7,7938","7,8351","7,7263","-0,41%"
"22.06.2010","7,7938","7,7391","7,8012","7,7193","0,71%"
"21.06.2010","7,7391","7,6910","7,7566","7,6219","0,12%"
"18.06.2010","7,7298","7,7222","7,7435","7,6940","0,10%"
"17.06.2010","7,7222","7,8003","7,8586","7,7151","-1,00%"
"16.06.2010","7,8003","7,7641","7,8430","7,7391","0,47%"
"15.06.2010","7,7641","7,8813","7,9262","7,7378","-1,49%"
"14.06.2010","7,8813","7,8582","7,8933","7,7882","-0,42%"
"11.06.2010","7,9144","7,8864","7,9764","7,8627","0,36%"
"10.06.2010","7,8864","8,0324","8,0521","7,8758","-1,82%"
"09.06.2010","8,0324","8,0550","8,0924","7,9375","-0,28%"
"08.06.2010","8,0550","8,1162","8,1372","8,0362","-0,75%"
"07.06.2010","8,1162","8,0643","8,1334","8,0296","1,22%"
"04.06.2010","8,0183","7,8528","8,0443","7,7866","2,11%"
"03.06.2010","7,8528","7,7979","7,8764","7,7161","0,70%"
"02.06.2010","7,7979","7,8274","7,8678","7,7816","-0,38%"
"01.06.2010","7,8274","7,8349","7,9598","7,7616","-0,10%"
"31.05.2010","7,8349","7,8403","7,8422","7,7924","-0,18%"
"28.05.2010","7,8492","7,8639","7,9090","7,7626","-0,19%"
"27.05.2010","7,8639","8,0211","8,0253","7,8258","-1,96%"
"26.05.2010","8,0211","7,9372","8,0516","7,8574","1,06%"
"25.05.2010","7,9372","7,8965","8,0834","7,8895","0,52%"
"24.05.2010","7,8965","7,8526","7,9310","7,7984","1,08%"
"21.05.2010","7,8118","7,9526","7,9659","7,7717","-1,77%"
"20.05.2010","7,9526","7,8182","8,0021","7,7721","1,72%"
"19.05.2010","7,8182","7,8897","7,9202","7,7751","-0,91%"
"18.05.2010","7,8897","7,7195","7,8906","7,6619","2,20%"
"17.05.2010","7,7195","7,7503","7,8369","7,7081","-0,39%"
"14.05.2010","7,7496","7,6276","7,7737","7,5995","1,60%"
"13.05.2010","7,6276","7,5456","7,6424","7,5210","1,09%"
"12.05.2010","7,5456","7,6258","7,6494","7,5165","-0,93%"
"11.05.2010","7,6162","7,5160","7,6332","7,5029","0,82%"
"10.05.2010","7,5543","7,5721","7,6075","7,3838","-1,26%"
"07.05.2010","7,6504","7,7669","7,8105","7,6185","-1,50%"
"06.05.2010","7,7669","7,5828","7,8726","7,5564","2,43%"
"05.05.2010","7,5828","7,4216","7,6035","7,3952","2,17%"
"04.05.2010","7,4216","7,2721","7,4295","7,2614","2,06%"
"03.05.2010","7,2721","7,2327","7,3018","7,2322","0,28%"
"30.04.2010","7,2519","7,2408","7,2683","7,1990","0,15%"
"29.04.2010","7,2408","7,2934","7,3063","7,2338","-0,72%"
"28.04.2010","7,2934","7,2884","7,3552","7,2485","0,07%"
"27.04.2010","7,2884","7,1464","7,3050","7,1464","1,99%"
"26.04.2010","7,1464","7,1763","7,2073","7,1331","-0,30%"
"23.04.2010","7,1681","7,2682","7,2754","7,1523","-1,38%"
"22.04.2010","7,2682","7,1859","7,2838","7,1687","1,15%"
"21.04.2010","7,1859","7,1570","7,1976","7,1371","0,40%"
"20.04.2010","7,1570","7,1745","7,1948","7,1261","-0,24%"
"19.04.2010","7,1745","7,1975","7,2476","7,1711","0,12%"
"16.04.2010","7,1662","7,1463","7,2023","7,1335","0,28%"
"15.04.2010","7,1463","7,1186","7,1829","7,1144","0,39%"
"14.04.2010","7,1186","7,1509","7,1676","7,1140","-0,45%"
"13.04.2010","7,1509","7,1817","7,2149","7,1425","-0,43%"
"12.04.2010","7,1817","7,1155","7,1959","7,1051","-0,24%"
"09.04.2010","7,1991","7,2249","7,2568","7,1961","-0,36%"
"08.04.2010","7,2249","7,2680","7,3109","7,2206","-0,59%"
"07.04.2010","7,2680","7,2077","7,2727","7,1970","0,84%"
"06.04.2010","7,2077","7,1851","7,2388","7,1848","0,31%"
"05.04.2010","7,1851","7,1837","7,2033","7,1521","0,04%"
"02.04.2010","7,1825","7,1588","7,2025","7,1550","0,33%"
"01.04.2010","7,1588","7,2050","7,2333","7,1493","-0,64%"
"31.03.2010","7,2050","7,2625","7,2841","7,1848","-0,79%"
"30.03.2010","7,2625","7,2448","7,2902","7,2028","0,24%"
"29.03.2010","7,2448","7,2375","7,2931","7,2205","-0,22%"
"26.03.2010","7,2608","7,2737","7,2791","7,2248","-0,18%"
"25.03.2010","7,2737","7,2820","7,2983","7,1989","-0,11%"
"24.03.2010","7,2820","7,2073","7,2883","7,1996","1,04%"
"23.03.2010","7,2073","7,1918","7,2324","7,1559","0,22%"
"22.03.2010","7,1918","7,1876","7,2480","7,1787","0,23%"
"19.03.2010","7,1755","7,1307","7,1978","7,1025","0,63%"
"18.03.2010","7,1307","7,0772","7,1509","7,0756","0,76%"
"17.03.2010","7,0772","7,0676","7,0949","7,0423","0,14%"
"16.03.2010","7,0676","7,1132","7,1356","7,0582","-0,64%"
"15.03.2010","7,1132","7,0462","7,1425","7,0457","0,91%"
"12.03.2010","7,0492","7,1153","7,1234","7,0340","-0,93%"
"11.03.2010","7,1151","7,1291","7,1543","7,0951","-0,21%"
"10.03.2010","7,1301","7,1399","7,1706","7,1056","-0,14%"
"09.03.2010","7,1399","7,1136","7,1841","7,1094","0,37%"
"08.03.2010","7,1139","7,1093","7,1220","7,0673","0,05%"
"05.03.2010","7,1103","7,1594","7,1776","7,1056","-0,68%"
"04.03.2010","7,1589","7,1437","7,1826","7,1184","0,21%"
"03.03.2010","7,1436","7,1742","7,2204","7,1171","-0,43%"
"02.03.2010","7,1742","7,1772","7,2491","7,1569","-0,04%"
"01.03.2010","7,1769","7,1018","7,2492","7,0948","0,76%"
"26.02.2010","7,1229","7,1917","7,1942","7,0915","-0,95%"
"25.02.2010","7,1913","7,2070","7,2836","7,1795","-0,22%"
"24.02.2010","7,2073","7,2595","7,2722","7,1731","-0,71%"
"23.02.2010","7,2592","7,1944","7,2760","7,1298","0,90%"
"22.02.2010","7,1944","7,2105","7,2451","7,1890","-0,30%"
"19.02.2010","7,2159","7,2927","7,3190","7,2121","-1,05%"
"18.02.2010","7,2928","7,2084","7,3022","7,1823","1,17%"
"17.02.2010","7,2084","7,1837","7,2270","7,1437","0,33%"
"16.02.2010","7,1848","7,2462","7,2515","7,1711","-0,85%"
"15.02.2010","7,2463","7,2527","7,2867","7,2378","-0,01%"
"12.02.2010","7,2469","7,2420","7,3456","7,2392","0,18%"
"11.02.2010","7,2339","7,3009","7,3145","7,2286","-0,92%"
"10.02.2010","7,3011","7,3258","7,3585","7,2553","-0,34%"
"09.02.2010","7,3258","7,4460","7,4504","7,2958","-1,61%"
"08.02.2010","7,4460","7,4672","7,4780","7,3916","0,02%"
"05.02.2010","7,4442","7,4268","7,5214","7,4206","0,23%"
"04.02.2010","7,4272","7,2634","7,4462","7,2615","2,25%"
"03.02.2010","7,2639","7,2191","7,2842","7,1823","0,61%"
"02.02.2010","7,2196","7,2547","7,2816","7,2191","-0,48%"
"01.02.2010","7,2545","7,3819","7,3966","7,2507","-1,84%"
"29.01.2010","7,3903","7,3570","7,3924","7,3164","0,44%"
"28.01.2010","7,3577","7,2953","7,3652","7,2611","0,86%"
"27.01.2010","7,2950","7,2777","7,3250","7,2633","0,23%"
"26.01.2010","7,2781","7,2408","7,3156","7,2209","0,52%"
"25.01.2010","7,2401","7,2174","7,2466","7,1808","-0,02%"
"22.01.2010","7,2419","7,2386","7,2702","7,1826","0,04%"
"21.01.2010","7,2387","7,2027","7,2526","7,1687","0,50%"
"20.01.2010","7,2029","7,0649","7,2071","7,0598","1,95%"
"19.01.2010","7,0650","7,0053","7,1176","7,0022","0,85%"
"18.01.2010","7,0052","7,0636","7,0802","7,0038","-0,85%"
"15.01.2010","7,0652","7,0090","7,0899","7,0076","0,82%"
"14.01.2010","7,0076","7,0206","7,0508","6,9950","-0,19%"
"13.01.2010","7,0206","7,0638","7,0799","6,9924","-0,61%"
"12.01.2010","7,0640","7,0411","7,0861","7,0281","0,35%"
"11.01.2010","7,0395","7,0587","7,0598","7,0089","-0,51%"
"08.01.2010","7,0755","7,1223","7,1681","7,0703","-0,66%"
"07.01.2010","7,1228","7,0756","7,1416","7,0573","0,66%"
"06.01.2010","7,0759","7,1045","7,1812","7,0530","-0,40%"
"05.01.2010","7,1045","7,0491","7,1225","7,0144","0,78%"
"04.01.2010","7,0493","7,1491","7,1747","7,0216","-1,48%"
"01.01.2010","7,1551","7,1551","7,1551","7,1551","0,00%"
"31.12.2009","7,1551","7,1614","7,1672","7,1065","-0,08%"
"30.12.2009","7,1608","7,2111","7,2313","7,1535","-0,70%"
"29.12.2009","7,2115","7,2202","7,2281","7,1502","-0,12%"
"28.12.2009","7,2199","7,2721","7,2834","7,1887","-0,99%"
"25.12.2009","7,2922","7,2922","7,2922","7,2922","0,00%"
"24.12.2009","7,2919","7,2714","7,3052","7,2085","0,29%"
"23.12.2009","7,2711","7,3186","7,3626","7,2615","-0,65%"
"22.12.2009","7,3190","7,2934","7,3570","7,2607","0,36%"
"21.12.2009","7,2930","7,2457","7,3092","7,2246","0,46%"
"18.12.2009","7,2599","7,2931","7,3167","7,2457","-0,45%"
"17.12.2009","7,2928","7,1919","7,3126","7,1844","1,42%"
"16.12.2009","7,1905","7,1956","7,2052","7,1376","-0,08%"
"15.12.2009","7,1959","7,1042","7,2195","7,1041","1,30%"
"14.12.2009","7,1035","7,1281","7,1479","7,0843","-0,27%"
"11.12.2009","7,1226","7,0967","7,1512","7,0640","0,37%"
"10.12.2009","7,0964","7,0891","7,1285","7,0521","0,12%"
"09.12.2009","7,0882","7,1506","7,1553","7,0843","-0,91%"
"08.12.2009","7,1531","7,0405","7,1586","7,0247","1,62%"
"07.12.2009","7,0392","6,9750","7,0735","6,9532","0,69%"
"04.12.2009","6,9907","6,8713","7,0022","6,8632","1,74%"
"03.12.2009","6,8711","6,8641","6,8835","6,7861","0,11%"
"02.12.2009","6,8636","6,8986","6,9184","6,8307","-0,51%"
"01.12.2009","6,8988","6,9623","6,9993","6,8907","-0,91%"
"30.11.2009","6,9622","6,9717","7,0202","6,9212","-0,06%"
"27.11.2009","6,9666","6,9957","7,0897","6,9547","-0,43%"
"26.11.2009","6,9970","6,8514","7,0195","6,8420","2,14%"
"25.11.2009","6,8507","6,9116","6,9135","6,8372","-0,89%"
"24.11.2009","6,9120","6,8959","6,9619","6,8764","0,22%"
"23.11.2009","6,8966","6,9393","6,9409","6,8510","-0,50%"
"20.11.2009","6,9311","6,8925","7,0061","6,8825","0,56%"
"19.11.2009","6,8925","6,8290","6,9353","6,8278","0,93%"
"18.11.2009","6,8287","6,8729","6,8804","6,8156","-0,64%"
"17.11.2009","6,8729","6,7971","6,9111","6,7915","1,11%"
"16.11.2009","6,7973","6,8102","6,8418","6,7733","-0,65%"
"13.11.2009","6,8415","6,8864","6,9100","6,8204","-0,67%"
"12.11.2009","6,8877","6,8202","6,9082","6,8019","0,98%"
"11.11.2009","6,8209","6,8289","6,8491","6,7906","-0,12%"
"10.11.2009","6,8291","6,8438","6,8761","6,8240","-0,20%"
"09.11.2009","6,8425","6,9779","6,9824","6,8351","-2,11%"
"06.11.2009","6,9897","6,9835","7,0419","6,9463","0,09%"
"05.11.2009","6,9833","7,0346","7,0907","6,9740","-0,72%"
"04.11.2009","7,0337","7,1321","7,1439","7,0111","-1,37%"
"03.11.2009","7,1316","7,0515","7,1840","7,0338","1,12%"
"02.11.2009","7,0525","7,0990","7,0994","6,9840","-0,62%"
"30.10.2009","7,0964","6,9716","7,0992","6,9634","1,79%"
"29.10.2009","6,9716","7,0627","7,0874","6,9558","-1,30%"
"28.10.2009","7,0636","6,9678","7,0774","6,9467","1,36%"
"27.10.2009","6,9687","6,8693","6,9903","6,8396","1,44%"
"26.10.2009","6,8698","6,7938","6,8792","6,7568","1,28%"
"23.10.2009","6,7830","6,7836","6,8326","6,7704","-0,00%"
"22.10.2009","6,7831","6,8497","6,9371","6,7811","-0,99%"
"21.10.2009","6,8506","6,9566","6,9774","6,8145","-1,53%"
"20.10.2009","6,9573","6,9246","6,9852","6,9071","0,48%"
"19.10.2009","6,9238","6,9593","6,9915","6,9142","-0,45%"
"16.10.2009","6,9553","6,9264","7,0166","6,9248","0,41%"
"15.10.2009","6,9271","6,9006","6,9685","6,8739","0,40%"
"14.10.2009","6,8998","6,9662","6,9770","6,8968","-0,95%"
"13.10.2009","6,9660","6,9727","7,0176","6,9466","-0,10%"
"12.10.2009","6,9728","7,0016","7,0614","6,9525","-0,29%"
"09.10.2009","6,9933","6,9689","7,0344","6,9475","0,36%"
"08.10.2009","6,9681","6,9870","7,0107","6,9418","-0,26%"
"07.10.2009","6,9863","6,9319","7,0579","6,9222","0,79%"
"06.10.2009","6,9317","6,9998","7,0044","6,9006","-0,97%"
"05.10.2009","6,9993","7,0330","7,0648","6,9950","-0,52%"
"02.10.2009","7,0362","7,0454","7,0953","6,9867","-0,14%"
"01.10.2009","7,0461","6,9558","7,0546","6,9535","1,30%"
"30.09.2009","6,9558","7,0073","7,0178","6,9502","-0,73%"
"29.09.2009","7,0070","6,9806","7,0407","6,9600","0,37%"
"28.09.2009","6,9810","6,9409","7,0334","6,9318","0,51%"
"25.09.2009","6,9456","6,9312","6,9772","6,8881","0,17%"
"24.09.2009","6,9340","6,8602","6,9463","6,8152","1,07%"
"23.09.2009","6,8609","6,8022","6,8763","6,7828","0,86%"
"22.09.2009","6,8022","6,8981","6,9006","6,7875","-1,39%"
"21.09.2009","6,8978","6,8818","6,9619","6,8771","0,53%"
"18.09.2009","6,8613","6,8766","6,9309","6,8449","-0,23%"
"17.09.2009","6,8773","6,8684","6,9034","6,8292","0,14%"
"16.09.2009","6,8680","6,9419","6,9495","6,8528","-1,06%"
"15.09.2009","6,9415","6,9691","7,0278","6,9398","-0,40%"
"14.09.2009","6,9694","6,9990","7,0812","6,9671","-0,42%"
"11.09.2009","6,9986","6,9965","7,0237","6,9536","0,06%"
"10.09.2009","6,9947","7,0121","7,0769","6,9809","-0,28%"
"09.09.2009","7,0141","7,0380","7,0686","6,9821","-0,33%"
"08.09.2009","7,0373","7,1234","7,1266","7,0100","-1,22%"
"07.09.2009","7,1242","7,1529","7,1591","7,0972","-0,53%"
"04.09.2009","7,1621","7,2321","7,2641","7,1532","-0,96%"
"03.09.2009","7,2317","7,2271","7,2505","7,1750","0,07%"
"02.09.2009","7,2270","7,2844","7,2941","7,1978","-0,79%"
"01.09.2009","7,2847","7,1170","7,2976","7,0653","2,35%"
"31.08.2009","7,1171","7,1076","7,1668","7,0843","0,06%"
"28.08.2009","7,1128","7,1024","7,1169","7,0409","0,15%"
"27.08.2009","7,1025","7,1396","7,1831","7,0822","-0,52%"
"26.08.2009","7,1396","7,0718","7,1570","7,0122","0,96%"
"25.08.2009","7,0718","7,0537","7,1086","7,0073","0,27%"
"24.08.2009","7,0527","7,0180","7,0747","7,0023","0,21%"
"21.08.2009","7,0376","7,1523","7,2023","7,0055","-1,59%"
"20.08.2009","7,1513","7,1715","7,1961","7,1366","-0,28%"
"19.08.2009","7,1712","7,2218","7,2951","7,1672","-0,71%"
"18.08.2009","7,2223","7,2702","7,2943","7,2127","-0,66%"
"17.08.2009","7,2705","7,2227","7,3322","7,2197","1,06%"
"14.08.2009","7,1945","7,1607","7,2283","7,1174","0,47%"
"13.08.2009","7,1607","7,2018","7,2085","7,1197","-0,56%"
"12.08.2009","7,2013","7,3150","7,3598","7,1808","-1,56%"
"11.08.2009","7,3153","7,2473","7,3562","7,2063","0,93%"
"10.08.2009","7,2478","7,1495","7,2800","7,1442","1,27%"
"07.08.2009","7,1572","7,1409","7,1939","7,0742","0,21%"
"06.08.2009","7,1419","7,1259","7,1974","7,0995","0,22%"
"05.08.2009","7,1259","7,1190","7,1732","7,1067","0,09%"
"04.08.2009","7,1192","7,0623","7,1726","7,0599","0,82%"
"03.08.2009","7,0612","7,1705","7,2213","7,0529","-1,77%"
"31.07.2009","7,1881","7,4068","7,4090","7,1819","-2,95%"
"30.07.2009","7,4066","7,5025","7,5025","7,3921","-1,30%"
"29.07.2009","7,5041","7,4844","7,5414","7,4525","0,25%"
"28.07.2009","7,4852","7,3845","7,5104","7,3215","1,37%"
"27.07.2009","7,3843","7,4656","7,4818","7,3496","-1,30%"
"24.07.2009","7,4818","7,4984","7,5235","7,4174","-0,21%"
"23.07.2009","7,4975","7,5907","7,5920","7,4262","-1,22%"
"22.07.2009","7,5901","7,6230","7,6595","7,5563","-0,43%"
"21.07.2009","7,6230","7,7100","7,7272","7,6057","-1,13%"
"20.07.2009","7,7100","7,8015","7,8082","7,7015","-1,32%"
"17.07.2009","7,8131","7,7920","7,8787","7,7870","0,34%"
"16.07.2009","7,7867","7,7555","7,8416","7,7526","0,20%"
"15.07.2009","7,7713","7,8676","7,8742","7,7444","-1,23%"
"14.07.2009","7,8678","7,8600","7,9420","7,8210","0,10%"
"13.07.2009","7,8600","7,9068","7,9883","7,8588","-0,80%"
"10.07.2009","7,9236","7,8349","7,9748","7,8289","1,13%"
"09.07.2009","7,8350","7,9737","7,9822","7,8093","-1,74%"
"08.07.2009","7,9735","7,9551","8,0166","7,9228","0,23%"
"07.07.2009","7,9551","7,7986","7,9627","7,7728","2,01%"
"06.07.2009","7,7986","7,7763","7,8717","7,7600","0,39%"
"03.07.2009","7,7683","7,7957","7,8326","7,7481","-0,35%"
"02.07.2009","7,7956","7,5767","7,8178","7,5731","2,89%"
"01.07.2009","7,5764","7,7039","7,7350","7,5378","-1,65%"
"30.06.2009","7,7035","7,6590","7,7727","7,6326","0,58%"
"29.06.2009","7,6590","7,7815","7,8494","7,6468","-1,75%"
"26.06.2009","7,7957","7,8809","7,8911","7,7417","-1,11%"
"25.06.2009","7,8830","7,9062","7,9938","7,8501","-0,30%"
"24.06.2009","7,9070","7,8886","7,9675","7,7923","0,24%"
"23.06.2009","7,8883","8,0117","8,0428","7,8576","-1,54%"
"22.06.2009","8,0117","7,9116","8,0240","7,9115","1,36%"
"19.06.2009","7,9041","7,9073","7,9468","7,8390","-0,10%"
"18.06.2009","7,9119","7,8192","7,9271","7,8192","1,19%"
"17.06.2009","7,8192","7,8461","7,9480","7,7577","-0,30%"
"16.06.2009","7,8430","7,8677","7,8866","7,7772","-0,32%"
"15.06.2009","7,8685","7,6948","7,9151","7,6911","1,92%"
"12.06.2009","7,7202","7,5787","7,7202","7,5745","1,87%"
"11.06.2009","7,5787","7,7082","7,7611","7,5750","-1,68%"
"10.06.2009","7,7082","7,6371","7,7537","7,5815","0,93%"
"09.06.2009","7,6371","7,8247","7,8884","7,6287","-2,40%"
"08.06.2009","7,8247","7,7797","7,9397","7,7663","0,05%"
"05.06.2009","7,8211","7,6471","7,8211","7,6205","2,31%"
"04.06.2009","7,6442","7,7025","7,7261","7,5742","-0,76%"
"03.06.2009","7,7025","7,4938","7,7342","7,4374","2,78%"
"02.06.2009","7,4940","7,4070","7,5524","7,4036","1,17%"
"01.06.2009","7,4070","7,5764","7,5903","7,3453","-1,66%"
"29.05.2009","7,5323","7,6655","7,6805","7,5323","-1,73%"
"28.05.2009","7,6652","7,7271","7,8334","7,6636","-0,77%"
"27.05.2009","7,7248","7,5393","7,7340","7,5302","2,43%"
"26.05.2009","7,5416","7,4824","7,6341","7,4716","0,79%"
"25.05.2009","7,4824","7,4373","7,5182","7,4365","0,53%"
"22.05.2009","7,4427","7,4709","7,5410","7,4322","-0,39%"
"21.05.2009","7,4717","7,5818","7,6477","7,4698","-1,45%"
"20.05.2009","7,5815","7,6570","7,7149","7,5330","-0,98%"
"19.05.2009","7,6567","7,7054","7,7478","7,6251","-0,63%"
"18.05.2009","7,7054","7,9409","7,9675","7,6963","-2,86%"
"15.05.2009","7,9326","7,8305","7,9326","7,7899","1,30%"
"14.05.2009","7,8305","7,9548","7,9770","7,8123","-1,57%"
"13.05.2009","7,9551","7,7641","7,9578","7,7157","2,45%"
"12.05.2009","7,7649","7,8229","7,8631","7,7370","-0,74%"
"11.05.2009","7,8229","7,6411","7,8276","7,6337","2,44%"
"08.05.2009","7,6366","7,8690","7,8974","7,6366","-2,95%"
"07.05.2009","7,8690","7,9191","7,9634","7,7573","-0,64%"
"06.05.2009","7,9197","7,9672","8,0255","7,8441","-0,60%"
"05.05.2009","7,9672","7,8696","7,9804","7,8664","1,24%"
"04.05.2009","7,8696","8,0027","8,0811","7,8575","-2,66%"
