"Data","Último","Abertura","Máxima","Mínima","Var%"
"12.09.2016","8,4803","8,4932","8,5385","8,4655","-0,14%"
"09.09.2016","8,4918","8,4425","8,5168","8,4243","0,59%"
"08.09.2016","8,4424","8,4432","8,4641","8,3770","-0,01%"
"07.09.2016","8,4432","8,4645","8,4891","8,4239","-0,25%"
"06.09.2016","8,4643","8,5668","8,5700","8,4562","-1,22%"
"05.09.2016","8,5689","8,5845","8,5927","8,5439","-0,16%"
"02.09.2016","8,5826","8,5535","8,6053","8,5141","0,34%"
"01.09.2016","8,5535","8,5654","8,6156","8,5469","-0,14%"
"31.08.2016","8,5652","8,5401","8,5836","8,5173","0,29%"
"30.08.2016","8,5403","8,4664","8,5636","8,4637","0,89%"
"29.08.2016","8,4652","8,4840","8,5073","8,4573","-0,19%"
"26.08.2016","8,4815","8,4078","8,5076","8,3620","0,88%"
"25.08.2016","8,4072","8,3983","8,4177","8,3849","0,12%"
"24.08.2016","8,3972","8,3769","8,4227","8,3609","0,24%"
"23.08.2016","8,3775","8,3752","8,3857","8,3389","0,03%"
"22.08.2016","8,3747","8,3820","8,4292","8,3619","-0,14%"
"19.08.2016","8,3863","8,3460","8,4040","8,3406","0,48%"
"18.08.2016","8,3460","8,4249","8,4256","8,3361","-0,94%"
"17.08.2016","8,4252","8,4129","8,4545","8,3972","0,13%"
"16.08.2016","8,4145","8,4555","8,4626","8,3450","-0,51%"
"15.08.2016","8,4574","8,4534","8,4814","8,4392","0,03%"
"12.08.2016","8,4545","8,4725","8,4805","8,4031","-0,23%"
"11.08.2016","8,4739","8,4677","8,4783","8,4154","0,07%"
"10.08.2016","8,4677","8,5326","8,5403","8,4445","-0,77%"
"09.08.2016","8,5333","8,5831","8,5991","8,5206","-0,56%"
"08.08.2016","8,5810","8,5637","8,6039","8,5547","0,11%"
"05.08.2016","8,5713","8,5210","8,5858","8,5081","0,60%"
"04.08.2016","8,5202","8,5454","8,5689","8,5041","-0,31%"
"03.08.2016","8,5466","8,5107","8,5548","8,4887","0,43%"
"02.08.2016","8,5100","8,5945","8,5992","8,4969","-0,99%"
"01.08.2016","8,5954","8,5470","8,6024","8,5435","0,49%"
"29.07.2016","8,5533","8,6393","8,6459","8,5262","-1,02%"
"28.07.2016","8,6412","8,6280","8,6483","8,5700","0,13%"
"27.07.2016","8,6296","8,6592","8,6998","8,6108","-0,35%"
"26.07.2016","8,6595","8,6364","8,6617","8,6175","0,22%"
"25.07.2016","8,6408","8,6596","8,6721","8,6389","-0,12%"
"22.07.2016","8,6508","8,5918","8,6781","8,5871","0,67%"
"21.07.2016","8,5929","8,6009","8,6283","8,5722","-0,08%"
"20.07.2016","8,5995","8,6118","8,6391","8,5877","-0,14%"
"19.07.2016","8,6119","8,5463","8,6225","8,5435","0,75%"
"18.07.2016","8,5482","8,5729","8,5746","8,5428","-0,46%"
"15.07.2016","8,5875","8,4956","8,5949","8,4752","1,08%"
"14.07.2016","8,4956","8,4953","8,5051","8,4583","-0,05%"
"13.07.2016","8,4998","8,5405","8,5737","8,4718","-0,48%"
"12.07.2016","8,5404","8,5748","8,5843","8,4978","-0,40%"
"11.07.2016","8,5747","8,5834","8,6042","8,5544","-0,07%"
"08.07.2016","8,5811","8,5783","8,6198","8,5399","0,03%"
"07.07.2016","8,5782","8,5268","8,5923","8,5206","0,63%"
"06.07.2016","8,5243","8,5234","8,5899","8,5049","-0,00%"
"05.07.2016","8,5245","8,4171","8,5394","8,4088","1,27%"
"04.07.2016","8,4177","8,4290","8,4708","8,4119","-0,21%"
"01.07.2016","8,4357","8,4558","8,4885","8,4078","-0,27%"
"30.06.2016","8,4588","8,4519","8,5326","8,4390","0,02%"
"29.06.2016","8,4568","8,5090","8,5419","8,4541","-0,59%"
"28.06.2016","8,5066","8,5519","8,5733","8,4755","-0,59%"
"27.06.2016","8,5574","8,5024","8,5985","8,4524","1,12%"
"24.06.2016","8,4630","8,1538","8,7521","8,1037","3,77%"
"23.06.2016","8,1555","8,2630","8,2632","8,1417","-1,29%"
"22.06.2016","8,2621","8,2807","8,2904","8,2304","-0,22%"
"21.06.2016","8,2806","8,2440","8,2864","8,2079","0,44%"
"20.06.2016","8,2440","8,3222","8,3222","8,2180","-1,05%"
"17.06.2016","8,3313","8,3390","8,3552","8,2988","-0,14%"
"16.06.2016","8,3430","8,3123","8,4436","8,2929","0,39%"
"15.06.2016","8,3106","8,3086","8,3519","8,2858","0,02%"
"14.06.2016","8,3086","8,2379","8,3190","8,2337","0,87%"
"13.06.2016","8,2372","8,3042","8,3197","8,2285","-0,93%"
"10.06.2016","8,3142","8,1778","8,3158","8,1729","1,70%"
"09.06.2016","8,1754","8,1103","8,1815","8,0958","0,80%"
"08.06.2016","8,1105","8,1298","8,1327","8,0913","-0,23%"
"07.06.2016","8,1296","8,1229","8,1462","8,1060","0,08%"
"06.06.2016","8,1233","8,1464","8,1741","8,1070","-0,17%"
"03.06.2016","8,1369","8,3303","8,3320","8,1329","-2,30%"
"02.06.2016","8,3283","8,2983","8,3431","8,2777","0,40%"
"01.06.2016","8,2949","8,3327","8,3436","8,2860","-0,45%"
"31.05.2016","8,3327","8,3379","8,3563","8,3058","-0,03%"
"30.05.2016","8,3348","8,3404","8,3647","8,3152","-0,19%"
"27.05.2016","8,3510","8,2811","8,3541","8,2698","0,82%"
"26.05.2016","8,2830","8,2993","8,3187","8,2589","-0,12%"
"25.05.2016","8,2930","8,3139","8,3204","8,2831","-0,30%"
"24.05.2016","8,3179","8,3437","8,3735","8,3051","-0,29%"
"23.05.2016","8,3425","8,3233","8,3654","8,2998","0,34%"
"20.05.2016","8,3143","8,3580","8,3610","8,3134","-0,51%"
"19.05.2016","8,3572","8,3539","8,3826","8,3272","0,05%"
"18.05.2016","8,3529","8,2562","8,3563","8,2529","1,16%"
"17.05.2016","8,2573","8,2609","8,2734","8,2238","-0,06%"
"16.05.2016","8,2619","8,2505","8,2660","8,2222","0,15%"
"13.05.2016","8,2493","8,1812","8,2724","8,1810","0,82%"
"12.05.2016","8,1826","8,1437","8,1939","8,1300","0,53%"
"11.05.2016","8,1398","8,1603","8,1634","8,1137","-0,25%"
"10.05.2016","8,1603","8,1646","8,1717","8,1343","-0,05%"
"09.05.2016","8,1645","8,1469","8,1694","8,1217","0,31%"
"06.05.2016","8,1392","8,1116","8,1569","8,0791","0,35%"
"05.05.2016","8,1112","8,0699","8,1190","8,0579","0,51%"
"04.05.2016","8,0699","8,0594","8,0833","8,0325","0,12%"
"03.05.2016","8,0599","7,9579","8,0599","7,8931","1,27%"
"02.05.2016","7,9588","8,0294","8,0378","7,9553","-0,92%"
"29.04.2016","8,0325","8,0695","8,0733","7,9852","-0,47%"
"28.04.2016","8,0703","8,0944","8,1039","8,0305","-0,31%"
"27.04.2016","8,0954","8,1209","8,1307","8,0587","-0,30%"
"26.04.2016","8,1194","8,1314","8,1489","8,0724","-0,14%"
"25.04.2016","8,1305","8,1594","8,1690","8,1197","-0,30%"
"22.04.2016","8,1546","8,1416","8,1685","8,0867","0,15%"
"21.04.2016","8,1420","8,1282","8,1459","8,0566","0,14%"
"20.04.2016","8,1308","8,0867","8,1379","8,0395","0,56%"
"19.04.2016","8,0857","8,1156","8,1235","8,0674","-0,37%"
"18.04.2016","8,1156","8,1373","8,1487","8,0985","-0,23%"
"15.04.2016","8,1343","8,1347","8,1588","8,1015","0,04%"
"14.04.2016","8,1312","8,1406","8,1844","8,1111","-0,12%"
"13.04.2016","8,1413","8,0810","8,1488","8,0772","0,74%"
"12.04.2016","8,0814","8,1143","8,1213","8,0304","-0,40%"
"11.04.2016","8,1137","8,1460","8,1609","8,0918","-0,48%"
"08.04.2016","8,1527","8,1666","8,1796","8,1280","-0,20%"
"07.04.2016","8,1688","8,1494","8,1750","8,1139","0,23%"
"06.04.2016","8,1502","8,1349","8,1798","8,1269","0,19%"
"05.04.2016","8,1344","8,1269","8,1670","8,1139","0,05%"
"04.04.2016","8,1305","8,1267","8,1461","8,1058","-0,08%"
"01.04.2016","8,1374","8,1176","8,1534","8,0771","0,24%"
"31.03.2016","8,1179","8,1287","8,1637","8,0848","-0,14%"
"30.03.2016","8,1289","8,2002","8,2040","8,1240","-0,85%"
"29.03.2016","8,1985","8,2863","8,3050","8,1907","-1,06%"
"28.03.2016","8,2863","8,2982","8,3197","8,2598","-0,21%"
"25.03.2016","8,3041","8,2929","8,3134","8,2863","0,14%"
"24.03.2016","8,2923","8,2626","8,3128","8,2587","0,34%"
"23.03.2016","8,2642","8,2273","8,2863","8,2197","0,43%"
"22.03.2016","8,2288","8,2366","8,2861","8,2072","-0,08%"
"21.03.2016","8,2352","8,2329","8,2532","8,2033","0,03%"
"18.03.2016","8,2327","8,1771","8,2410","8,1640","0,66%"
"17.03.2016","8,1787","8,2170","8,2437","8,1319","-0,49%"
"16.03.2016","8,2193","8,3140","8,3501","8,1973","-1,16%"
"15.03.2016","8,3154","8,3442","8,3650","8,3000","-0,34%"
"14.03.2016","8,3437","8,3487","8,3664","8,3248","0,02%"
"11.03.2016","8,3418","8,3792","8,4046","8,3264","-0,46%"
"10.03.2016","8,3803","8,4457","8,5458","8,3383","-0,79%"
"09.03.2016","8,4474","8,4839","8,5175","8,4094","-0,44%"
"08.03.2016","8,4849","8,4700","8,5214","8,4532","0,15%"
"07.03.2016","8,4719","8,4730","8,5341","8,4670","0,02%"
"04.03.2016","8,4705","8,5237","8,5547","8,4620","-0,64%"
"03.03.2016","8,5249","8,6075","8,6255","8,5153","-0,98%"
"02.03.2016","8,6090","8,6191","8,6480","8,5939","-0,19%"
"01.03.2016","8,6256","8,5658","8,6464","8,5510","0,68%"
"29.02.2016","8,5674","8,5537","8,5961","8,5153","0,19%"
"26.02.2016","8,5515","8,5047","8,5641","8,4606","0,53%"
"25.02.2016","8,5060","8,4874","8,5404","8,4672","0,20%"
"24.02.2016","8,4893","8,4894","8,5503","8,4615","-0,02%"
"23.02.2016","8,4910","8,4974","8,5091","8,4657","-0,10%"
"22.02.2016","8,4997","8,4523","8,5109","8,4397","0,64%"
"19.02.2016","8,4454","8,4430","8,4875","8,4214","0,01%"
"18.02.2016","8,4443","8,5122","8,5203","8,4386","-0,84%"
"17.02.2016","8,5155","8,5035","8,5343","8,4595","0,10%"
"16.02.2016","8,5071","8,4840","8,5201","8,4552","0,24%"
"15.02.2016","8,4868","8,4249","8,5134","8,4083","0,82%"
"12.02.2016","8,4174","8,3750","8,4528","8,3582","0,49%"
"11.02.2016","8,3765","8,3754","8,4775","8,3376","-0,00%"
"10.02.2016","8,3769","8,4181","8,4904","8,3657","-0,47%"
"09.02.2016","8,4164","8,4435","8,4889","8,3821","-0,34%"
"08.02.2016","8,4449","8,4567","8,5046","8,4058","-0,26%"
"05.02.2016","8,4665","8,3989","8,4900","8,3817","0,80%"
"04.02.2016","8,3995","8,4286","8,4589","8,3573","-0,37%"
"03.02.2016","8,4310","8,5556","8,5832","8,4137","-1,46%"
"02.02.2016","8,5561","8,5267","8,5879","8,5128","0,34%"
"01.02.2016","8,5270","8,5731","8,6020","8,5083","-0,64%"
"29.01.2016","8,5817","8,5073","8,6196","8,4904","0,86%"
"28.01.2016","8,5089","8,5102","8,5428","8,4944","-0,02%"
"27.01.2016","8,5104","8,5355","8,5611","8,4806","-0,31%"
"26.01.2016","8,5371","8,5596","8,5769","8,5356","-0,34%"
"25.01.2016","8,5658","8,5834","8,5981","8,5483","-0,16%"
"22.01.2016","8,5791","8,5578","8,6029","8,5278","0,22%"
"21.01.2016","8,5606","8,5905","8,6550","8,5444","-0,37%"
"20.01.2016","8,5924","8,5381","8,6114","8,5107","0,62%"
"19.01.2016","8,5398","8,5753","8,5988","8,5129","-0,44%"
"18.01.2016","8,5777","8,5743","8,6078","8,5646","-0,11%"
"15.01.2016","8,5875","8,5587","8,5952","8,5241","0,42%"
"14.01.2016","8,5512","8,5275","8,5686","8,4911","0,25%"
"13.01.2016","8,5303","8,5281","8,5695","8,5071","0,02%"
"12.01.2016","8,5282","8,5384","8,5676","8,5063","-0,13%"
"11.01.2016","8,5390","8,4972","8,5449","8,4812","0,49%"
"08.01.2016","8,4972","8,4650","8,5812","8,4573","0,38%"
"07.01.2016","8,4648","8,5847","8,5967","8,4565","-1,41%"
"06.01.2016","8,5862","8,5979","8,6149","8,5739","-0,14%"
"05.01.2016","8,5986","8,4914","8,6345","8,4899","1,21%"
"04.01.2016","8,4959","8,4436","8,5205","8,3918","0,57%"
"01.01.2016","8,4480","8,4425","8,4566","8,4425","0,00%"
"31.12.2015","8,4480","8,4099","8,4668","8,3874","0,44%"
"30.12.2015","8,4114","8,3789","8,4362","8,3362","0,38%"
"29.12.2015","8,3794","8,3688","8,3947","8,3214","0,08%"
"28.12.2015","8,3725","8,3985","8,4065","8,3562","-0,23%"
"25.12.2015","8,3917","8,3916","8,4075","8,3788","-0,10%"
"24.12.2015","8,4003","8,4387","8,4556","8,3830","-0,48%"
"23.12.2015","8,4408","8,4241","8,4753","8,4231","0,18%"
"22.12.2015","8,4254","8,4998","8,5076","8,3984","-0,88%"
"21.12.2015","8,5004","8,5528","8,5756","8,4866","-0,58%"
"18.12.2015","8,5504","8,5637","8,5827","8,5170","-0,17%"
"17.12.2015","8,5647","8,4998","8,5846","8,4958","0,75%"
"16.12.2015","8,5013","8,5028","8,5441","8,4442","-0,09%"
"15.12.2015","8,5086","8,4803","8,5232","8,3947","0,31%"
"14.12.2015","8,4820","8,5149","8,5438","8,4527","-0,19%"
"11.12.2015","8,4978","8,5148","8,5284","8,4534","-0,26%"
"10.12.2015","8,5201","8,4094","8,5248","8,4047","1,30%"
"09.12.2015","8,4109","8,5102","8,5227","8,3965","-1,18%"
"08.12.2015","8,5116","8,5416","8,5537","8,4753","-0,39%"
"07.12.2015","8,5452","8,4811","8,5587","8,4803","0,70%"
"04.12.2015","8,4854","8,4804","8,5318","8,4655","0,03%"
"03.12.2015","8,4832","8,6744","8,7177","8,4414","-2,24%"
"02.12.2015","8,6772","8,6820","8,7254","8,6623","-0,05%"
"01.12.2015","8,6814","8,7260","8,7302","8,6596","-0,54%"
"30.11.2015","8,7282","8,7398","8,7527","8,6893","-0,05%"
"27.11.2015","8,7330","8,7356","8,7562","8,7083","-0,04%"
"26.11.2015","8,7364","8,7269","8,7462","8,7176","0,10%"
"25.11.2015","8,7279","8,6936","8,7830","8,6669","0,39%"
"24.11.2015","8,6944","8,7166","8,7309","8,6812","-0,27%"
"23.11.2015","8,7179","8,7205","8,7500","8,6811","-0,03%"
"20.11.2015","8,7204","8,6686","8,7204","8,6616","0,58%"
"19.11.2015","8,6701","8,7241","8,7320","8,6419","-0,65%"
"18.11.2015","8,7268","8,7543","8,7605","8,6910","-0,33%"
"17.11.2015","8,7558","8,7262","8,7670","8,7146","0,31%"
"16.11.2015","8,7284","8,7156","8,7284","8,6730","0,38%"
"13.11.2015","8,6955","8,6304","8,7229","8,6220","0,73%"
"12.11.2015","8,6327","8,6810","8,7008","8,6028","-0,57%"
"11.11.2015","8,6824","8,6871","8,7165","8,6512","-0,07%"
"10.11.2015","8,6886","8,6849","8,7204","8,6706","0,01%"
"09.11.2015","8,6874","8,7272","8,7314","8,6456","-0,40%"
"06.11.2015","8,7226","8,6259","8,7622","8,6202","1,09%"
"05.11.2015","8,6283","8,6272","8,6575","8,6025","-0,01%"
"04.11.2015","8,6293","8,5343","8,6470","8,5296","1,11%"
"03.11.2015","8,5349","8,5262","8,5828","8,5062","0,03%"
"02.11.2015","8,5321","8,5197","8,5388","8,4927","-0,06%"
"30.10.2015","8,5373","8,5264","8,5527","8,4774","0,04%"
"29.10.2015","8,5343","8,5469","8,5773","8,4986","-0,13%"
"28.10.2015","8,5456","8,5032","8,5608","8,3971","0,54%"
"27.10.2015","8,4999","8,5056","8,5167","8,4792","-0,08%"
"26.10.2015","8,5065","8,4999","8,5277","8,4718","0,07%"
"23.10.2015","8,5009","8,4490","8,5284","8,4284","0,60%"
"22.10.2015","8,4505","8,3284","8,4645","8,3062","1,45%"
"21.10.2015","8,3294","8,3025","8,3363","8,2843","0,31%"
"20.10.2015","8,3037","8,3158","8,3223","8,2618","-0,19%"
"19.10.2015","8,3193","8,2503","8,3285","8,2246","0,89%"
"16.10.2015","8,2462","8,2293","8,2516","8,2090","0,13%"
"15.10.2015","8,2356","8,1059","8,2503","8,0968","1,54%"
"14.10.2015","8,1110","8,1346","8,1470","8,0920","-0,36%"
"13.10.2015","8,1402","8,1832","8,1904","8,0936","-0,50%"
"12.10.2015","8,1815","8,2002","8,2079","8,1539","-0,18%"
"09.10.2015","8,1959","8,2449","8,2583","8,1429","-0,61%"
"08.10.2015","8,2460","8,2486","8,2591","8,2065","-0,01%"
"07.10.2015","8,2470","8,2338","8,2745","8,2233","0,13%"
"06.10.2015","8,2366","8,3376","8,3424","8,2252","-1,22%"
"05.10.2015","8,3380","8,3626","8,3732","8,2907","-0,26%"
"02.10.2015","8,3594","8,3749","8,3985","8,2723","-0,20%"
"01.10.2015","8,3759","8,3672","8,4143","8,3379","0,08%"
"30.09.2015","8,3689","8,3849","8,4228","8,3552","-0,21%"
"29.09.2015","8,3865","8,4598","8,4718","8,3699","-0,89%"
"28.09.2015","8,4617","8,4105","8,4953","8,3953","0,63%"
"25.09.2015","8,4090","8,3832","8,4482","8,3808","0,29%"
"24.09.2015","8,3847","8,4334","8,4381","8,3535","-0,59%"
"23.09.2015","8,4346","8,3954","8,4444","8,3824","0,40%"
"22.09.2015","8,4009","8,3664","8,4177","8,3386","0,39%"
"21.09.2015","8,3679","8,2597","8,3679","8,2335","1,48%"
"18.09.2015","8,2459","8,1668","8,2776","8,1588","0,95%"
"17.09.2015","8,1685","8,2526","8,2775","8,1556","-1,04%"
"16.09.2015","8,2540","8,3104","8,3156","8,2313","-0,70%"
"15.09.2015","8,3118","8,2542","8,3134","8,2287","0,68%"
"14.09.2015","8,2557","8,2202","8,2852","8,2116","0,23%"
"11.09.2015","8,2366","8,3638","8,3713","8,2238","-1,53%"
"10.09.2015","8,3642","8,3934","8,4246","8,3451","-0,40%"
"09.09.2015","8,3981","8,4027","8,4551","8,3881","-0,08%"
"08.09.2015","8,4047","8,4433","8,4627","8,3917","-0,49%"
"07.09.2015","8,4460","8,4420","8,4711","8,4179","0,14%"
"04.09.2015","8,4340","8,4040","8,4954","8,3957","0,29%"
"03.09.2015","8,4093","8,4313","8,4536","8,3405","-0,29%"
"02.09.2015","8,4338","8,4152","8,4744","8,4017","0,16%"
"01.09.2015","8,4201","8,4702","8,4833","8,4073","-0,63%"
"31.08.2015","8,4733","8,4550","8,5104","8,4036","0,19%"
"28.08.2015","8,4570","8,4695","8,4843","8,4049","-0,10%"
"27.08.2015","8,4658","8,4858","8,5238","8,4384","-0,33%"
"26.08.2015","8,4938","8,3675","8,5226","8,3380","1,49%"
"25.08.2015","8,3690","8,2489","8,4612","8,2489","1,45%"
"24.08.2015","8,2497","8,3612","8,3766","8,1365","-1,24%"
"21.08.2015","8,3537","8,5193","8,5226","8,3487","-1,92%"
"20.08.2015","8,5175","8,5181","8,5576","8,4802","-0,02%"
"19.08.2015","8,5196","8,5527","8,5975","8,5027","-0,41%"
"18.08.2015","8,5544","8,5320","8,5596","8,4973","0,23%"
"17.08.2015","8,5346","8,5054","8,5434","8,4825","0,32%"
"14.08.2015","8,5070","8,4765","8,5240","8,4158","0,35%"
"13.08.2015","8,4771","8,5905","8,6226","8,4593","-1,37%"
"12.08.2015","8,5945","8,6563","8,6718","8,5481","-0,73%"
"11.08.2015","8,6577","8,6862","8,7464","8,6441","-0,34%"
"10.08.2015","8,6876","8,7573","8,7985","8,6697","-0,90%"
"07.08.2015","8,7666","8,7460","8,8379","8,7222","0,25%"
"06.08.2015","8,7446","8,6901","8,7879","8,6712","0,53%"
"05.08.2015","8,6982","8,7066","8,7572","8,6660","-0,15%"
"04.08.2015","8,7116","8,6514","8,7132","8,5883","0,64%"
"03.08.2015","8,6564","8,6204","8,6701","8,5972","0,36%"
"31.07.2015","8,6256","8,6187","8,6431","8,5082","0,02%"
"30.07.2015","8,6235","8,6329","8,6809","8,5913","-0,17%"
"29.07.2015","8,6385","8,5576","8,6564","8,5369","0,86%"
"28.07.2015","8,5648","8,5053","8,5960","8,4934","0,64%"
"27.07.2015","8,5103","8,5906","8,6017","8,4682","-0,90%"
"24.07.2015","8,5877","8,5656","8,6233","8,5529","0,25%"
"23.07.2015","8,5667","8,5962","8,6130","8,5405","-0,36%"
"22.07.2015","8,5977","8,5460","8,6402","8,5132","0,60%"
"21.07.2015","8,5465","8,6227","8,6505","8,5183","-0,85%"
"20.07.2015","8,6194","8,6411","8,6696","8,5931","-0,40%"
"17.07.2015","8,6544","8,5496","8,6561","8,5266","1,22%"
"16.07.2015","8,5505","8,5026","8,5622","8,4938","0,49%"
"15.07.2015","8,5084","8,4952","8,5406","8,4844","0,15%"
"14.07.2015","8,4956","8,4858","8,5550","8,4780","0,10%"
"13.07.2015","8,4872","8,4586","8,5069","8,3900","0,64%"
"10.07.2015","8,4329","8,4853","8,4937","8,3869","-0,64%"
"09.07.2015","8,4868","8,4612","8,5195","8,4177","0,27%"
"08.07.2015","8,4639","8,5106","8,5407","8,4500","-0,55%"
"07.07.2015","8,5106","8,4576","8,5703","8,4549","0,60%"
"06.07.2015","8,4601","8,5009","8,5233","8,4307","0,09%"
"03.07.2015","8,4529","8,4598","8,4824","8,4173","-0,07%"
"02.07.2015","8,4587","8,3796","8,4741","8,3495","0,91%"
"01.07.2015","8,3824","8,2827","8,3924","8,2597","1,19%"
"30.06.2015","8,2840","8,2256","8,3182","8,1978","0,68%"
"29.06.2015","8,2282","8,3960","8,4120","8,1901","-0,88%"
"26.06.2015","8,3010","8,2432","8,3300","8,2391","0,68%"
"25.06.2015","8,2451","8,2400","8,2638","8,2044","0,06%"
"24.06.2015","8,2405","8,2614","8,2726","8,2030","-0,24%"
"23.06.2015","8,2605","8,1472","8,2747","8,1364","1,37%"
"22.06.2015","8,1492","8,1181","8,1570","8,0849","0,46%"
"19.06.2015","8,1120","8,1307","8,1714","8,1069","-0,25%"
"18.06.2015","8,1323","8,1101","8,1486","8,0293","0,28%"
"17.06.2015","8,1096","8,1712","8,2159","8,0958","-0,77%"
"16.06.2015","8,1725","8,1550","8,2208","8,1354","0,16%"
"15.06.2015","8,1597","8,1824","8,2331","8,1473","-0,30%"
"12.06.2015","8,1839","8,2053","8,2746","8,1490","-0,29%"
"11.06.2015","8,2076","8,2618","8,2831","8,1902","-0,66%"
"10.06.2015","8,2619","8,2906","8,3182","8,2079","-0,34%"
"09.06.2015","8,2897","8,2964","8,3426","8,2661","-0,09%"
"08.06.2015","8,2973","8,3680","8,4407","8,2844","-1,00%"
"05.06.2015","8,3815","8,2727","8,4742","8,2600","1,31%"
"04.06.2015","8,2730","8,2960","8,3393","8,2210","-0,35%"
"03.06.2015","8,3020","8,4396","8,4650","8,2740","-1,66%"
"02.06.2015","8,4420","8,5710","8,5898","8,4123","-1,58%"
"01.06.2015","8,5778","8,5160","8,5976","8,5005","0,67%"
"29.05.2015","8,5203","8,4687","8,5519","8,4420","0,59%"
"28.05.2015","8,4702","8,5042","8,5306","8,4408","-0,41%"
"27.05.2015","8,5048","8,4737","8,5763","8,4340","0,34%"
"26.05.2015","8,4758","8,4161","8,4810","8,3944","0,71%"
"25.05.2015","8,4163","8,3860","8,4236","8,3807","0,31%"
"22.05.2015","8,3902","8,3370","8,4022","8,2432","0,62%"
"21.05.2015","8,3385","8,3469","8,3676","8,2813","-0,11%"
"20.05.2015","8,3478","8,3370","8,4051","8,3125","0,08%"
"19.05.2015","8,3415","8,2300","8,3873","8,2245","1,34%"
"18.05.2015","8,2315","8,1958","8,2510","8,1850","0,51%"
"15.05.2015","8,1898","8,2272","8,3264","8,1840","-0,58%"
"14.05.2015","8,2377","8,2376","8,2704","8,1852","-0,01%"
"13.05.2015","8,2389","8,3314","8,3375","8,1950","-1,13%"
"12.05.2015","8,3332","8,2985","8,3380","8,2297","0,40%"
"11.05.2015","8,3003","8,2616","8,3264","8,2400","0,51%"
"08.05.2015","8,2582","8,2568","8,3163","8,1958","0,01%"
"07.05.2015","8,2577","8,2206","8,2986","8,1732","0,44%"
"06.05.2015","8,2219","8,3450","8,3606","8,1738","-1,46%"
"05.05.2015","8,3435","8,3699","8,4201","8,3229","-0,34%"
"04.05.2015","8,3718","8,3923","8,4207","8,3260","-0,35%"
"01.05.2015","8,4012","8,3230","8,4228","8,2704","0,85%"
"30.04.2015","8,3308","8,3280","8,3854","8,2251","0,01%"
"29.04.2015","8,3297","8,5090","8,5367","8,2920","-2,18%"
"28.04.2015","8,5149","8,5971","8,6407","8,5100","-0,98%"
"27.04.2015","8,5988","8,6270","8,6556","8,5718","-0,41%"
"24.04.2015","8,6340","8,6334","8,6787","8,5876","-0,02%"
"23.04.2015","8,6354","8,7294","8,7576","8,6169","-1,09%"
"22.04.2015","8,7309","8,6630","8,7375","8,6046","0,77%"
"21.04.2015","8,6642","8,6928","8,7440","8,6136","-0,37%"
"20.04.2015","8,6964","8,6330","8,7046","8,6232","0,72%"
"17.04.2015","8,6340","8,5886","8,6629","8,5436","0,51%"
"16.04.2015","8,5900","8,7286","8,7334","8,5520","-1,55%"
"15.04.2015","8,7256","8,7620","8,8237","8,7136","-0,44%"
"14.04.2015","8,7644","8,8170","8,8661","8,7269","-0,66%"
"13.04.2015","8,8229","8,8170","8,8861","8,7890","0,00%"
"10.04.2015","8,8226","8,7585","8,8381","8,7354","0,70%"
"09.04.2015","8,7611","8,6610","8,7809","8,6510","1,02%"
"08.04.2015","8,6724","8,6730","8,6852","8,5935","-0,07%"
"07.04.2015","8,6783","8,5751","8,6897","8,5428","1,19%"
"06.04.2015","8,5766","8,5507","8,5771","8,4740","0,28%"
"03.04.2015","8,5528","8,6313","8,6401","8,5078","-0,95%"
"02.04.2015","8,6344","8,6630","8,6748","8,5784","-0,36%"
"01.04.2015","8,6655","8,6252","8,6722","8,5830","0,41%"
"31.03.2015","8,6303","8,5880","8,6647","8,5837","0,46%"
"30.03.2015","8,5908","8,5930","8,6341","8,5732","0,08%"
"27.03.2015","8,5842","8,5877","8,6440","8,5312","-0,06%"
"26.03.2015","8,5895","8,4880","8,6027","8,4250","1,20%"
"25.03.2015","8,4878","8,4901","8,5172","8,4480","-0,04%"
"24.03.2015","8,4916","8,4998","8,5396","8,4283","-0,11%"
"23.03.2015","8,5008","8,6070","8,6608","8,4770","-1,41%"
"20.03.2015","8,6225","8,6718","8,6978","8,5792","-0,58%"
"19.03.2015","8,6725","8,5770","8,7305","8,5520","1,11%"
"18.03.2015","8,5770","8,6780","8,8281","8,5460","-1,24%"
"17.03.2015","8,6844","8,6608","8,6956","8,6159","0,27%"
"16.03.2015","8,6614","8,7090","8,7431","8,6140","-0,62%"
"13.03.2015","8,7158","8,5868","8,7309","8,5846","1,50%"
"12.03.2015","8,5872","8,6220","8,6685","8,5283","-0,46%"
"11.03.2015","8,6270","8,5550","8,6667","8,5311","0,76%"
"10.03.2015","8,5617","8,4863","8,5675","8,4700","0,87%"
"09.03.2015","8,4878","8,4560","8,5020","8,4416","0,36%"
"06.03.2015","8,4573","8,3376","8,5032","8,3262","1,41%"
"05.03.2015","8,3401","8,3256","8,3781","8,3010","0,14%"
"04.03.2015","8,3283","8,2727","8,3657","8,2635","0,66%"
"03.03.2015","8,2739","8,3280","8,3451","8,2533","-0,73%"
"02.03.2015","8,3346","8,3330","8,3749","8,3160","-0,12%"
"27.02.2015","8,3445","8,4033","8,4098","8,3026","-0,73%"
"26.02.2015","8,4057","8,2960","8,4093","8,2692","1,27%"
"25.02.2015","8,3002","8,4116","8,4135","8,2876","-1,36%"
