Data,Var%_x,Média_x,Var%_y,Média_y,Var%_x,Média_x,Var%_y,Média_y,Var%_x,Média_x,Var%_y,Média_y,Var%_x,Média_x,Var%_y,Média_y,Var%,Média
14/06/2019,-0.14,2.890875,0.02,26.108,0.59,97276.25,-0.6,11246.0,-0.65,12633.0,-0.42,7.4777975,0.52,9963.0,0.16,10842.25,0.04,94733.25
13/06/2019,0.47,2.8850625,0.4,26.045249999999996,0.03,96968.5,-0.11,11284.25,-0.12,12684.5,0.51,7.5073799999999995,-0.18,9943.25,-0.1,10840.75,0.08,94792.0
12/06/2019,-0.21,2.883625,-0.2,26.03375,0.34,96793.75,-0.38,11310.5,-0.28,12714.0,-0.55,7.48314,0.32,9935.75,-0.02,10845.5,0.25,94554.75
11/06/2019,-0.08,2.8920000000000003,-0.08,26.10875,-0.07,96702.5,0.15,11321.75,0.3,12703.25,0.16,7.54604,0.26,9912.75,0.07,10853.5,0.35,94317.75
10/06/2019,0.5,2.8921875,0.3,26.143250000000002,0.23,96690.25,-0.16,11315.75,-0.29,12705.0,1.14,7.503922500000001,-0.03,9892.5,-0.01,10851.25,0.11,94160.25
07/06/2019,1.03,2.8598125000000003,1.02,25.869,-0.52,96747.5,0.51,11302.25,0.28,12722.5,1.94,7.371905,-0.35,9900.25,-0.21,10828.0,-0.22,94146.0
06/06/2019,0.64,2.8329999999999997,0.73,25.62975,-0.26,97093.0,0.49,11257.25,0.11,12698.75,0.76,7.2501500000000005,-0.35,9925.25,-0.05,10837.5,-0.29,94291.5
05/06/2019,0.81,2.8161875,0.84,25.455999999999996,0.26,97066.5,-0.28,11249.75,-0.09,12701.75,0.76,7.2083425000000005,0.27,9918.5,0.31,10823.0,0.1,94334.0
04/06/2019,2.02,2.7773125,1.92,25.113000000000003,-0.06,97077.25,0.1,11249.25,0.26,12680.25,2.7,7.103955,-0.05,9926.5,0.06,10810.25,-0.08,94422.5
03/06/2019,-0.11,2.7457499999999997,0.2,24.79,-0.62,97373.75,0.64,11206.75,0.21,12644.25,-2.1,7.037867499999999,-0.71,9966.0,-0.13,10820.0,-0.45,94706.5
31/05/2019,-1.36,2.7705625,-1.47,24.994500000000002,-0.39,97866.5,0.34,11152.25,0.19,12611.0,-1.62,7.1464675,-0.67,10042.5,-1.21,10895.5,-0.42,95210.25
30/05/2019,0.38,2.786375,0.32,25.142750000000003,0.02,98072.0,0.0,11130.0,-0.16,12614.0,0.4,7.236855,0.01,10081.25,0.02,10965.75,-0.15,95444.0
29/05/2019,-0.89,2.789125,-1.02,25.194499999999998,0.2,97920.0,-0.26,11148.0,-0.2,12641.75,-0.85,7.21757,0.0,10072.25,0.19,10945.25,-0.48,95776.0
28/05/2019,-1.0,2.8194375,-1.11,25.506249999999998,0.37,97720.5,-0.35,11179.5,-0.2,12671.0,-0.31,7.309159999999999,0.39,10062.0,-0.13,10943.5,0.17,95787.5
24/05/2019,0.43,2.8286875,0.62,25.558750000000003,-0.25,97595.5,0.21,11194.25,0.45,12687.0,-0.1,7.3300825,-0.15,10025.5,-0.27,10948.75,-0.79,95782.5
23/05/2019,-1.33,2.835375,-1.2,25.585250000000002,-0.16,97899.5,0.24,11155.75,-0.05,12652.25,-1.52,7.3096325,-0.63,10063.5,-0.68,10995.5,-0.15,96334.75
22/05/2019,-0.3,2.86,-0.4,25.817,-0.02,97862.75,-0.06,11161.0,-0.35,12677.5,-0.41,7.4258325,-0.14,10098.5,-0.13,11043.25,-0.2,96451.25
21/05/2019,0.77,2.85775,0.7,25.8,0.14,97824.0,-0.1,11165.5,-0.16,12733.75,1.01,7.4457775,0.26,10099.75,0.4,11032.0,-0.14,96626.5
20/05/2019,-0.63,2.853625,-0.33,25.73175,-0.06,97801.0,0.12,11163.5,-0.03,12729.75,-1.69,7.386234999999999,-0.22,10099.25,-0.1,11008.5,0.24,96544.25
17/05/2019,-0.57,2.8704374999999995,-0.34,25.809,0.15,97734.75,-0.14,11168.75,-0.6,12759.75,-1.01,7.529855,0.07,10102.75,0.2,10990.75,0.05,96384.25
16/05/2019,0.82,2.866625,0.75,25.7615,0.31,97503.25,-0.25,11192.25,-0.42,12822.5,1.02,7.5549575,0.12,10092.0,0.25,10969.25,0.39,96166.0
15/05/2019,0.55,2.8426875,0.41,25.570749999999997,0.06,97369.0,-0.02,11202.5,-0.43,12878.0,1.37,7.4340475,0.01,10080.75,-0.02,10952.0,-0.03,96048.25
14/05/2019,1.15,2.8246874999999996,1.14,25.4355,0.21,97218.0,-0.18,11218.75,-0.39,12935.25,1.06,7.38887,0.23,10075.0,0.27,10945.75,-0.37,96187.5
13/05/2019,-2.77,2.8341874999999996,-2.63,25.5195,-0.01,97058.75,-0.1,11238.0,-0.39,12984.75,-3.46,7.36181,-0.42,10085.75,-0.31,10948.0,0.21,96337.0
10/05/2019,0.5,2.8689375000000004,0.57,25.81,-0.04,97130.0,0.12,11229.75,-0.12,13012.0,0.05,7.5480825,-0.33,10131.5,0.16,10980.25,-0.4,96324.25
09/05/2019,-0.5,2.869625,-0.76,25.82325,-0.23,97258.5,0.27,11211.0,0.05,13007.25,-0.46,7.546575,-0.51,10172.5,-0.32,10986.5,0.33,96349.75
08/05/2019,-0.12,2.8863125,0.16,25.95975,-0.01,97338.25,0.01,11194.25,-0.5,13039.0,-0.3,7.62836,0.07,10195.0,-0.13,11014.0,0.27,95981.0
07/05/2019,-1.42,2.8988750000000003,-1.64,26.0845,0.13,97332.25,-0.08,11194.0,-0.17,13085.75,-1.98,7.6673275,0.17,10190.5,-0.48,11051.5,0.32,95777.75
06/05/2019,-0.51,2.9179999999999997,-0.35,26.267,0.01,97323.25,-0.02,11186.25,-0.4,13116.0,-0.66,7.73112,0.15,10173.75,0.13,11066.75,-0.08,95752.0
03/05/2019,1.03,2.933,0.89,26.38375,-0.33,97471.25,0.21,11180.75,1.07,13094.25,1.58,7.812494999999999,-0.26,10183.5,-0.37,11134.5,-0.4,95667.0
02/05/2019,-0.19,2.9169375,-0.47,26.30325,0.18,97447.75,-0.15,11193.5,-0.11,13046.0,-0.36,7.734937499999999,0.12,10187.0,0.12,11148.5,0.38,95531.25
01/05/2019,-0.86,2.9388125,-0.73,26.515,0.22,97242.5,-0.19,11216.5,0.12,13052.75,-0.38,7.79519,-0.11,10175.25,-0.03,11137.5,0.51,95111.5
30/04/2019,0.19,2.943375,0.14,26.54925,-0.39,97392.75,0.28,11202.5,0.75,12987.25,-0.73,7.7672875,-0.04,10192.25,-0.2,11150.25,-0.18,95024.75
29/04/2019,0.05,2.942875,0.12,26.529000000000003,-0.15,97679.0,0.33,11167.5,0.14,12929.0,0.16,7.832375,0.01,10197.75,0.04,11167.25,-0.04,95077.0
26/04/2019,0.52,2.9313124999999998,0.29,26.452,-0.2,97812.75,0.15,11141.25,0.16,12910.0,0.12,7.79683,-0.07,10205.5,-0.04,11167.0,-0.27,95170.75
25/04/2019,-0.15,2.9265625,-0.38,26.46125,0.07,97872.25,-0.2,11143.5,-0.02,12895.75,0.42,7.82446,-0.01,10208.25,-0.49,11186.75,1.11,94902.25
24/04/2019,-0.25,2.933875,-0.37,26.601,0.55,97566.25,-0.65,11189.25,-0.28,12923.75,-0.34,7.8020175,0.03,10198.5,0.3,11203.75,0.9,93945.75
23/04/2019,0.88,2.924375,0.48,26.577749999999998,0.38,97176.25,-0.28,11235.5,-0.36,12966.25,1.26,7.7683275,0.46,10184.5,-0.07,11186.75,0.48,93352.5
22/04/2019,0.07,2.909,-0.2,26.53875,-0.2,97015.0,0.09,11251.5,-0.06,12989.25,0.31,7.68527,0.1,10148.5,0.02,11192.75,-0.04,93075.0
18/04/2019,0.33,2.9030625,0.52,26.4775,0.51,96939.0,-0.58,11265.25,-0.37,13018.5,0.12,7.6800575,0.5,10128.5,-0.08,11197.0,0.67,92831.75
17/04/2019,-0.38,2.9081875000000004,-0.07,26.43975,0.01,96658.25,0.14,11296.25,-0.02,13049.25,0.34,7.690239999999999,0.25,10090.25,0.05,11204.5,-0.11,92478.0
16/04/2019,0.07,2.911875,0.28,26.442,0.1,96606.75,-0.25,11294.75,-0.38,13076.0,0.34,7.65199,0.4,10058.25,-0.03,11198.75,-0.11,92623.5
15/04/2019,-0.1,2.9091250000000004,-0.13,26.393,-0.04,96530.25,0.06,11307.0,0.12,13090.75,0.01,7.6187675,0.14,10030.0,-0.0,11200.0,0.06,92651.5
12/04/2019,0.72,2.9025000000000003,1.05,26.28575,-0.22,96644.5,0.44,11284.25,0.21,13082.5,0.44,7.619845,-0.08,10021.25,0.32,11184.0,-0.2,92741.5
11/04/2019,-0.1,2.8929375000000004,-0.13,26.15275,0.26,96673.5,-0.19,11267.25,-0.27,13077.25,-0.22,7.604597500000001,0.06,10029.5,0.59,11132.75,0.29,92695.25
10/04/2019,0.42,2.887625,0.03,26.1625,-0.05,96600.75,0.1,11262.25,0.23,13078.5,0.57,7.5948925,0.27,10013.25,-0.11,11107.0,0.04,92619.75
09/04/2019,-0.54,2.8895625,-0.67,26.239,-0.04,96611.5,0.02,11269.25,-0.02,13070.5,-0.41,7.5731850000000005,0.09,9994.0,-0.3,11130.0,-0.02,92544.0
08/04/2019,0.08,2.894625,-0.23,26.34575,-0.36,96811.25,0.4,11242.25,0.2,13049.25,0.28,7.575825,-0.11,9994.0,-0.2,11157.0,-0.37,92736.5
05/04/2019,0.46,2.8892499999999997,0.02,26.413249999999998,0.08,96924.25,-0.04,11223.75,-0.31,13056.25,0.51,7.56998,0.03,10001.75,0.05,11169.0,0.19,92882.0
04/04/2019,0.1,2.8800625,0.56,26.3215,0.27,96773.75,-0.12,11227.0,-0.63,13122.0,-0.06,7.53754,0.16,9988.5,0.17,11154.25,0.18,92740.5
03/04/2019,0.44,2.8750625,0.33,26.205249999999996,-0.27,96740.5,0.28,11223.75,0.24,13152.0,0.6,7.5483075,0.01,9974.25,0.13,11139.75,-0.64,92954.0
02/04/2019,-0.12,2.8678749999999997,-0.4,26.198500000000003,0.13,96934.5,-0.08,11206.0,0.21,13098.75,0.28,7.4854275,-0.08,9985.75,-0.03,11134.75,0.49,93094.0
01/04/2019,1.15,2.85825,1.25,26.124499999999998,-0.05,96761.0,-0.04,11220.5,0.61,13074.75,1.35,7.458377499999999,0.37,9966.0,0.34,11110.75,0.05,92758.25
29/03/2019,0.59,2.8298125,0.76,25.8375,0.08,96771.25,-0.04,11223.5,-0.08,13048.0,0.8,7.36785,-0.04,9957.25,0.2,11074.0,0.05,92840.25
28/03/2019,0.37,2.8118125,0.3,25.661749999999998,0.5,96616.0,-0.22,11236.0,-1.12,13120.25,0.17,7.317315,0.09,9955.25,0.11,11050.5,0.13,92962.0
27/03/2019,-0.44,2.814375,-0.06,25.639499999999998,0.06,96303.25,-0.17,11259.75,-0.13,13209.75,-0.58,7.3254275,0.03,9942.5,-0.11,11052.0,0.38,92586.25
26/03/2019,0.57,2.818125,0.39,25.66375,0.16,96122.5,-0.42,11292.75,0.04,13205.75,0.47,7.365254999999999,0.2,9934.75,0.61,11031.0,0.05,92373.5
25/03/2019,-0.13,2.807,0.03,25.543499999999998,-0.09,96074.5,-0.01,11306.25,-0.01,13205.0,-0.12,7.306170000000001,-0.16,9934.0,-0.11,10995.0,-0.33,92543.25
22/03/2019,-1.81,2.8350625000000003,-1.7,25.779249999999998,0.17,95994.0,-0.54,11338.75,0.79,13156.75,-2.23,7.3975925,0.17,9935.5,-0.8,11034.75,1.12,92324.25
21/03/2019,1.26,2.8415,1.1,25.841250000000002,0.83,95696.75,-0.34,11392.5,-0.67,13135.0,1.52,7.428140000000001,-0.06,9923.25,0.11,11070.0,0.38,91561.5
20/03/2019,-0.33,2.8326875,-0.68,25.826249999999998,-0.66,95560.25,0.55,11388.0,-0.54,13222.5,0.43,7.36773,-0.66,9954.5,-0.63,11108.0,-0.72,91658.25
19/03/2019,-0.14,2.8414375,-0.23,25.966250000000002,-0.71,95876.5,0.13,11347.0,0.09,13269.25,0.31,7.35477,-0.23,10001.75,-0.03,11136.75,-0.25,92151.75
18/03/2019,1.02,2.833375,0.8,25.90325,-0.08,96496.5,0.11,11333.75,-0.3,13257.75,0.26,7.3201125000000005,-0.09,10015.0,-0.12,11144.25,-0.11,92329.0
15/03/2019,0.17,2.8122225,0.19,25.748974999999998,-0.18,96640.0,0.19,11317.25,0.38,13258.75,0.88,7.2945174999999995,-0.2,10031.0,-0.22,11161.75,-0.77,92678.75
14/03/2019,-0.26,2.81175,-0.1,25.7225,0.27,96632.25,-0.2,11317.75,-0.73,13283.0,-0.19,7.252305000000001,-0.01,10039.0,0.49,11146.5,0.14,93021.75
13/03/2019,0.81,2.80275,0.71,25.63775,-0.4,96704.25,0.35,11308.25,2.02,13214.75,0.77,7.2526925,-0.39,10057.25,-0.17,11125.0,-0.78,93283.75
12/03/2019,0.29,2.788875,-0.39,25.622500000000002,-0.28,96986.0,0.35,11272.5,-0.59,13129.75,0.52,7.1909675,-0.27,10090.75,0.14,11128.5,-0.21,93774.25
11/03/2019,1.35,2.7634375,0.62,25.5075,-0.1,97262.25,0.08,11242.75,1.29,13073.0,2.11,7.10764,0.24,10093.25,0.1,11113.25,-0.44,94045.0
08/03/2019,-0.11,2.742375,0.11,25.41975,-0.37,97398.5,0.41,11216.75,-0.52,13051.25,-0.16,6.9790575,-0.33,10095.75,-0.38,11129.75,-0.31,94512.0
07/03/2019,-0.78,2.7588125,-0.78,25.545,0.86,97210.75,-1.0,11249.5,-0.65,13126.75,-1.2,7.054057500000001,0.63,10081.0,-0.16,11167.5,1.69,93797.5
06/03/2019,-0.72,2.7798125,-0.62,25.728250000000003,0.0,96818.5,-0.01,11308.5,-0.06,13163.25,-0.62,7.133875,0.08,10046.0,-0.11,11180.25,-0.1,93059.0
05/03/2019,0.0,2.7910625,0.05,25.811750000000004,0.19,96736.25,-0.28,11322.5,-0.08,13163.75,0.08,7.1531075,0.52,10017.25,0.13,11185.75,-0.32,93328.5
04/03/2019,-0.48,2.7981875,-0.83,25.92425,0.17,96476.25,-0.33,11356.75,-0.37,13217.0,-0.01,7.156012499999999,0.04,9991.0,-0.17,11179.5,0.9,92962.0
01/03/2019,0.73,2.795375,0.46,25.997749999999996,0.42,96262.5,0.05,11378.0,-0.44,13231.5,0.76,7.141170000000001,0.07,9986.75,0.48,11168.0,0.37,92502.25
28/02/2019,-0.37,2.789375,-0.37,25.96175,0.01,95989.5,0.02,11380.0,-0.35,13288.0,-0.27,7.09964,-0.33,9985.5,0.35,11113.75,-0.39,92381.5
27/02/2019,0.13,2.7888125,-0.11,25.98625,0.18,95944.5,-0.16,11382.25,0.45,13286.0,-0.09,7.095987500000001,0.18,9998.25,0.38,11075.5,-0.11,92728.5
26/02/2019,-0.2,2.7935,-0.24,26.05925,-0.42,96068.75,0.25,11375.0,1.18,13179.0,0.11,7.113495,-0.1,10003.5,-0.43,11078.75,-0.27,92985.25
25/02/2019,0.21,2.8012500000000005,0.37,26.11275,-0.1,96325.25,0.14,11347.25,0.25,13082.0,0.35,7.13332,0.09,10001.25,0.26,11088.0,-0.25,93247.75
22/02/2019,0.61,2.7826875,0.65,25.921,-0.1,96440.5,0.06,11338.75,0.02,13037.0,0.79,7.07253,-0.05,10009.0,-0.01,11071.5,-0.31,93518.5
21/02/2019,-0.46,2.780875,-0.5,25.907999999999998,0.18,96392.0,-0.01,11340.5,0.01,13056.75,-0.38,7.0367775,0.0,10009.25,-0.14,11075.75,0.56,93433.0
20/02/2019,0.3,2.7821875,0.31,25.9135,-0.06,96311.0,-0.04,11344.25,-0.1,13058.25,-0.06,7.0640225,-0.02,10006.25,0.22,11074.0,0.11,93145.5
19/02/2019,0.1,2.7773125,0.0,25.87875,-0.4,96548.5,0.27,11320.75,1.08,12989.0,0.16,7.055465,-0.32,10029.5,0.0,11062.75,0.62,93096.5
15/02/2019,1.22,2.7564374999999997,1.81,25.61925,-0.07,96875.0,-0.05,11284.0,0.61,12845.5,0.47,7.0544625000000005,0.02,10058.75,0.02,11047.25,-0.21,92906.75
14/02/2019,-0.22,2.7464999999999997,-0.24,25.46225,-0.14,96923.75,0.3,11280.75,-0.26,12827.5,0.09,7.006625,-0.42,10071.75,-0.47,11076.75,0.24,92809.0
13/02/2019,0.17,2.7494375,0.32,25.468750000000004,0.45,96725.75,-0.51,11299.75,-0.36,12885.75,0.02,7.0316275,0.27,10073.75,0.47,11074.5,0.09,92489.0
12/02/2019,1.35,2.7263124999999997,1.55,25.21475,-0.37,96704.5,0.43,11300.75,0.32,12873.5,1.53,6.9863275,0.26,10058.0,0.09,11045.25,-0.51,92819.25
11/02/2019,0.07,2.71025,-0.26,25.078249999999997,0.46,96653.0,-0.48,11299.75,-0.66,12900.75,-0.06,6.925644999999999,0.45,10031.5,0.51,11009.25,0.38,92869.75
08/02/2019,0.08,2.6995,-0.2,25.046249999999997,0.13,96369.0,-0.1,11337.75,-0.05,12949.25,0.12,6.876930000000001,-0.22,10012.5,-0.07,10977.25,0.13,92663.25
07/02/2019,-0.93,2.7114374999999997,-0.77,25.1845,0.14,96263.5,-0.18,11349.5,0.16,12935.0,-1.32,6.9121075,-0.01,10020.75,-0.15,10987.0,0.63,92322.5
06/02/2019,-0.05,2.72975,0.01,25.324,0.35,95985.5,-0.46,11386.75,-0.08,12947.25,-0.37,7.00657,0.26,10010.0,0.0,10988.75,0.98,91594.0
05/02/2019,0.36,2.726125,0.54,25.252249999999997,0.26,95701.75,-0.2,11428.25,-0.71,12990.75,0.91,6.997649999999999,0.2,9993.25,0.07,10991.75,0.15,91119.75
04/02/2019,0.63,2.7106250000000003,0.77,25.06225,0.28,95460.0,-0.16,11445.75,-0.31,13064.0,1.23,6.9175225000000005,0.25,9967.5,0.41,10974.5,0.48,90821.75
01/02/2019,-0.01,2.705875,0.08,25.021749999999997,-0.0,95275.0,0.09,11456.5,-0.12,13088.25,-0.45,6.881877500000001,0.15,9946.0,0.57,10917.25,0.19,90510.5
31/01/2019,0.82,2.6941875,0.03,24.93725,0.29,95149.75,-0.29,11469.25,-0.11,13119.5,1.45,6.880507499999999,-0.01,9936.25,-0.14,10887.25,0.04,90397.5
30/01/2019,1.6,2.66425,1.69,24.802750000000003,-0.51,95287.75,0.41,11454.75,0.36,13094.5,2.64,6.75793,-0.03,9954.75,-0.33,10924.5,-0.27,90608.25
29/01/2019,-0.07,2.6397500000000003,0.33,24.49975,0.1,95454.0,-0.02,11430.75,-0.72,13123.75,-0.96,6.660847499999999,0.3,9933.75,0.03,10936.0,0.17,90597.25
28/01/2019,-0.81,2.6469375,-0.9,24.533499999999997,-0.04,95446.0,0.17,11417.75,-0.33,13177.5,-1.33,6.6826925,-0.11,9921.75,-0.05,10941.5,0.12,90510.75
25/01/2019,1.12,2.6516874999999995,0.97,24.615,-0.86,95825.0,0.96,11360.0,1.05,13135.25,1.27,6.769332499999999,-0.34,9948.75,-0.08,10965.25,-0.41,90667.25
24/01/2019,-0.16,2.635625,-0.38,24.491,0.55,96031.75,-0.66,11342.75,-0.03,13060.25,0.66,6.6875350000000005,0.18,9957.0,0.04,10961.25,0.77,90529.0
23/01/2019,0.24,2.6338125000000003,0.66,24.4725,-0.19,95870.5,0.19,11371.0,0.86,13013.0,0.18,6.661300000000001,-0.25,9962.75,0.2,10957.25,-0.11,90198.25
22/01/2019,-1.17,2.6478125,-0.89,24.499499999999998,-0.04,95996.0,-0.06,11361.0,0.5,12919.5,-2.03,6.6813975,0.0,9973.0,-0.26,10947.25,0.12,90242.75
18/01/2019,1.38,2.6546875,1.5,24.5165,0.29,95857.0,-0.31,11379.25,-0.86,12928.0,0.98,6.775075,0.14,9947.5,0.49,10950.0,0.07,90148.5
17/01/2019,0.84,2.6229375,0.7,24.235000000000003,0.04,95743.25,-0.02,11393.25,0.81,12927.0,0.75,6.6872549999999995,0.41,9923.75,0.14,10910.25,0.23,90146.5
16/01/2019,0.3,2.6119375,0.7,24.087500000000002,0.0,95625.5,-0.15,11405.0,0.18,12866.5,-0.02,6.6828475,0.23,9891.0,0.39,10884.0,0.36,89826.5
15/01/2019,0.97,2.5951875,0.49,23.937250000000002,0.49,95448.75,-0.52,11441.25,-0.04,12827.5,1.97,6.62066,0.71,9845.5,0.46,10843.25,0.2,89594.5
14/01/2019,-0.56,2.5820624999999997,-0.35,23.85475,-0.06,95209.25,0.07,11468.25,0.13,12865.5,-0.91,6.539230000000001,-0.32,9824.5,-0.26,10829.25,0.1,89411.0
11/01/2019,0.04,2.5909375,-0.01,23.91675,0.15,95120.25,-0.27,11491.75,0.74,12794.25,-0.3,6.5869725,-0.02,9839.0,0.12,10843.0,0.27,89095.25
10/01/2019,0.45,2.5835,0.52,23.854499999999998,0.35,94925.0,-0.37,11524.75,-0.32,12767.25,0.31,6.5786625,1.02,9788.75,0.23,10821.75,0.42,88861.25
09/01/2019,0.39,2.5793125,0.37,23.808000000000003,-0.72,95083.75,0.88,11494.5,0.56,12756.5,0.75,6.5894325,-0.69,9777.75,-0.53,10847.25,-0.69,88996.75
08/01/2019,0.86,2.563625,0.98,23.6545,0.26,95414.75,-0.3,11456.75,-0.48,12751.0,0.98,6.5348725000000005,0.16,9808.25,0.03,10875.0,0.37,89107.25
07/01/2019,0.76,2.544625,0.5,23.48225,-0.55,95464.5,0.71,11436.25,0.38,12754.0,1.02,6.464305,-0.63,9828.25,0.17,10851.25,-0.66,89270.75
04/01/2019,3.41,2.4901875,3.25,23.0425,-0.13,95840.0,0.01,11388.75,0.75,12679.75,4.48,6.338125000000001,-0.02,9873.25,0.8,10807.5,-0.48,89771.0
03/01/2019,-2.52,2.4666875,-2.86,22.8655,-0.57,96093.25,0.45,11365.25,0.18,12582.0,-3.36,6.213492500000001,-0.35,9880.75,-1.11,10761.25,-0.17,90210.0
02/01/2019,-0.24,2.498125,-0.2,23.212,0.72,96012.0,-1.06,11407.75,-1.11,12677.75,0.49,6.28824,0.88,9858.75,-0.77,10924.75,1.65,89397.25
31/12/2018,0.77,2.499125,1.01,23.211000000000002,-0.24,95838.75,0.28,11451.0,0.54,12734.5,0.71,6.3310375,-0.22,9835.25,-0.68,11001.25,-1.39,89135.0
28/12/2018,-0.36,2.4933125,-0.51,23.1205,-0.04,95943.75,0.07,11442.25,0.5,12674.5,-0.05,6.308484999999999,-0.34,9850.0,-0.65,11061.25,-0.48,89819.25
27/12/2018,0.97,2.46525,1.11,22.8675,-0.59,96222.75,0.68,11397.25,0.08,12642.0,0.41,6.1980825,-0.81,9908.5,-0.32,11105.5,-1.04,90495.0
26/12/2018,5.35,2.4035,5.45,22.26225,0.58,96334.5,-0.08,11370.25,-0.42,12665.25,6.16,6.104379999999999,0.96,9909.25,0.98,11080.75,0.53,90762.25
24/12/2018,-4.76,2.381125,-4.76,22.083,-0.46,96189.25,0.27,11389.75,0.58,12687.5,-2.43,5.96593,-0.77,9902.25,-0.56,11072.0,-0.01,90450.0
21/12/2018,-1.08,2.475975,-0.94,22.938325000000003,0.76,96155.0,-0.67,11411.5,-0.21,12651.0,-3.15,6.165475,0.74,9913.0,-0.05,11123.25,0.74,90018.0
20/12/2018,-0.7,2.4869375,-1.35,23.10275,-0.78,96082.0,0.61,11420.25,0.37,12646.5,-1.57,6.274682500000001,-0.67,9904.25,-1.07,11179.25,-1.32,90251.0
19/12/2018,-1.28,2.5287499999999996,-1.21,23.5265,-0.09,96358.5,0.14,11385.0,-0.29,12635.0,-2.29,6.4208475,0.19,9933.75,-0.04,11243.75,0.29,90779.0
18/12/2018,-0.66,2.5480625,-0.3,23.688499999999998,-0.62,96493.75,0.12,11361.25,0.16,12647.75,0.67,6.49507,-0.03,9923.25,-0.27,11262.25,0.13,90604.5
17/12/2018,-1.9,2.5726875,-1.83,23.84075,-0.26,97300.0,0.34,11328.5,0.34,12608.75,-2.22,6.51014,-0.47,9948.25,-0.5,11309.0,-0.04,90600.25
14/12/2018,-1.64,2.6228124999999998,-1.86,24.33775,0.39,97328.75,-0.48,11328.25,-0.58,12610.5,-2.56,6.6426475,0.36,9960.5,-0.22,11348.5,0.04,90726.5
13/12/2018,-0.26,2.6516875,0.02,24.594749999999998,0.04,97070.25,-0.04,11364.5,0.21,12647.75,0.06,6.7828725,0.06,9936.25,0.32,11346.0,-0.33,90688.5
12/12/2018,0.43,2.6508125000000002,0.59,24.5245,-0.35,97175.75,0.46,11346.25,1.16,12567.5,0.89,6.7984875,0.01,9936.25,-0.1,11333.5,-0.03,91026.75
11/12/2018,-0.07,2.6461249999999996,-0.28,24.48775,0.18,97212.0,-0.35,11345.75,-0.6,12542.25,0.32,6.7314875,0.3,9910.5,0.04,11329.75,-0.06,90770.5
10/12/2018,0.27,2.624875,0.24,24.3035,0.73,96854.5,-0.19,11387.5,-1.24,12639.25,1.05,6.632705,0.06,9897.25,0.73,11291.75,0.6,90611.5
07/12/2018,-2.04,2.6658125,-1.91,24.69025,-0.3,96646.5,0.02,11384.75,-0.44,12759.25,-3.3,6.715955,-0.24,9916.5,0.05,11272.25,0.6,90150.75
06/12/2018,-0.4,2.684875,-0.55,24.85925,-0.25,96843.5,0.28,11364.0,0.41,12757.5,0.64,6.7405725,-0.48,9948.25,-0.46,11282.5,0.1,89942.5
04/12/2018,-3.19,2.7445,-3.1,25.43125,-0.07,96790.5,-0.08,11359.5,-0.03,12736.25,-3.78,6.913387500000001,-0.03,9968.5,-0.78,11317.25,0.07,90045.75
03/12/2018,1.18,2.7929375000000003,1.2,25.858,-0.23,96937.25,0.33,11341.5,-0.22,12754.5,1.63,7.07229,-0.09,9976.5,-0.09,11359.5,-0.62,90581.75
30/11/2018,0.51,2.7485,0.58,25.4355,0.51,96944.0,-0.67,11354.5,-0.33,12772.25,0.82,6.9186675,0.3,9975.25,-0.01,11350.5,0.44,90876.25
29/11/2018,0.1,2.74,0.19,25.35125,0.02,96738.5,0.24,11377.75,-0.24,12806.75,-0.3,6.8901775,0.21,9948.0,-0.18,11351.25,0.32,90506.75
28/11/2018,2.16,2.7134375000000004,2.43,25.053250000000002,-0.62,97006.5,0.69,11327.0,0.59,12787.5,3.17,6.824385,-0.51,9964.5,-0.08,11373.5,-0.77,90707.75
27/11/2018,0.51,2.671625,0.58,24.60775,0.31,97125.0,-0.35,11308.5,-0.65,12786.75,0.34,6.6662275,0.03,9988.0,0.17,11365.5,0.14,90979.25
26/11/2018,1.54,2.6528124999999996,1.4,24.451999999999998,0.16,96837.25,-0.11,11344.75,0.16,12836.75,2.31,6.6414824999999995,0.13,9974.75,0.6,11325.75,0.03,90805.75
23/11/2018,-0.45,2.6404375,-0.57,24.381249999999998,0.25,96596.25,-0.59,11372.75,-0.5,12844.0,-0.73,6.542120000000001,0.17,9956.5,0.01,11288.75,0.58,90639.25
21/11/2018,0.34,2.6480625,0.11,24.485,-0.14,96606.25,0.12,11386.25,-0.09,12787.75,0.75,6.597365,-0.01,9946.25,0.26,11289.5,-0.56,90632.75
20/11/2018,-2.09,2.6661875,-2.37,24.715,0.68,96377.75,-0.72,11413.5,-0.49,12824.75,-1.75,6.5147525,0.14,9938.25,0.19,11262.0,0.99,90472.75
19/11/2018,-1.7,2.7146875,-1.66,25.199,-0.28,96190.25,0.29,11429.0,0.12,12840.0,-3.26,6.734995,-0.58,9967.75,-0.14,11267.5,-0.03,90046.0
16/11/2018,0.31,2.7330625,0.58,25.34075,-0.47,96600.75,0.81,11373.25,0.49,12812.0,-0.34,6.8464025,-0.71,10037.0,-0.71,11319.25,-0.64,90342.25
15/11/2018,1.33,2.711125,1.04,25.12725,0.14,96872.75,0.16,11318.0,-1.69,12880.5,1.78,6.81308,0.13,10061.0,0.02,11352.25,-0.23,90746.0
